date,hospital_id,department,total_beds,occupied_beds,admissions,discharges,avg_length_of_stay,staff_on_duty,occupancy_rate
2021-07-02,2,ER,50,43,4,6,4,24,86.18
2021-07-03,2,ER,50,30,4,10,2,22,61.58
2021-07-04,2,ER,50,29,5,9,3,22,58.73
2021-07-05,2,ER,50,39,10,4,4,21,79.81
2021-07-06,2,ER,50,39,11,6,3,21,79.32
2021-07-07,2,ER,50,39,12,6,3,22,78.3
2021-07-08,2,ER,50,41,8,3,1,23,82.37
2021-07-09,2,ER,50,38,7,7,3,21,76.54
2021-07-10,2,ER,50,34,3,8,4,20,69.85
2021-07-11,2,ER,50,32,6,3,2,19,64.25
2021-07-12,2,ER,50,42,13,7,1,23,84.95
2021-07-13,2,ER,50,47,7,4,2,20,95.0
2021-07-14,2,ER,50,40,8,3,1,17,81.33
2021-07-15,2,ER,50,42,8,3,2,22,85.77
2021-07-16,2,ER,50,40,10,3,5,18,81.49
2021-07-17,2,ER,50,35,9,7,4,24,71.8
2021-07-18,2,ER,50,36,7,7,4,23,73.47
2021-07-19,2,ER,50,42,3,7,3,23,85.24
2021-07-20,2,ER,50,41,4,5,3,22,82.8
2021-07-21,2,ER,50,43,6,7,1,23,87.08
2021-07-22,2,ER,50,43,7,12,4,23,86.99
2021-07-23,2,ER,50,40,7,7,3,25,81.12
2021-07-24,2,ER,50,32,6,5,3,22,65.95
2021-07-25,2,ER,50,36,4,14,1,25,73.35
2021-07-26,2,ER,50,39,5,6,2,23,78.56
2021-07-27,2,ER,50,38,4,5,4,22,77.21
2021-07-28,2,ER,50,40,2,7,2,21,81.43
2021-07-29,2,ER,50,45,11,10,3,24,91.6
2021-07-30,2,ER,50,39,4,8,4,22,78.11
2021-07-31,2,ER,50,32,3,7,4,19,64.52
2021-08-01,2,ER,50,30,8,8,3,23,60.04
2021-08-02,2,ER,50,38,5,5,2,21,77.04
2021-08-03,2,ER,50,38,4,3,3,22,77.12
2021-08-04,2,ER,50,37,4,4,3,22,75.09
2021-08-05,2,ER,50,45,12,5,2,18,90.78
2021-08-06,2,ER,50,37,3,10,2,22,74.19
2021-08-07,2,ER,50,30,7,9,3,23,61.02
2021-08-08,2,ER,50,34,9,8,4,22,68.58
2021-08-09,2,ER,50,38,3,11,2,23,77.73
2021-08-10,2,ER,50,39,9,6,3,19,79.1
2021-08-11,2,ER,50,37,6,5,3,19,74.88
2021-08-12,2,ER,50,39,7,3,3,18,79.98
2021-08-13,2,ER,50,36,8,5,3,18,72.14
2021-08-14,2,ER,50,37,12,7,3,19,74.31
2021-08-15,2,ER,50,28,10,13,1,19,56.81
2021-08-16,2,ER,50,39,7,6,3,25,78.99
2021-08-17,2,ER,50,38,10,9,1,24,76.48
2021-08-18,2,ER,50,38,15,8,2,22,77.48
2021-08-19,2,ER,50,35,6,7,3,20,71.3
2021-08-20,2,ER,50,39,7,7,4,21,80.0
2021-08-21,2,ER,50,31,8,12,3,18,63.33
2021-08-22,2,ER,50,29,6,7,2,19,59.91
2021-08-23,2,ER,50,35,11,5,4,19,71.23
2021-08-24,2,ER,50,44,7,5,2,24,89.15
2021-08-25,2,ER,50,41,4,8,3,22,83.11
2021-08-26,2,ER,50,35,8,8,2,21,71.21
2021-08-27,2,ER,50,42,10,10,1,23,84.19
2021-08-28,2,ER,50,33,7,7,2,20,67.07
2021-08-29,2,ER,50,28,5,13,2,18,57.62
2021-08-30,2,ER,50,38,8,6,3,23,77.57
2021-08-31,2,ER,50,42,10,11,1,22,84.43
2021-09-01,2,ER,50,33,5,3,3,22,67.89
2021-09-02,2,ER,50,39,8,4,2,22,78.69
2021-09-03,2,ER,50,37,9,9,2,20,75.72
2021-09-04,2,ER,50,30,6,6,3,19,60.48
2021-09-05,2,ER,50,28,9,3,2,23,56.63
2021-09-06,2,ER,50,38,9,6,4,22,76.87
2021-09-07,2,ER,50,36,11,10,3,22,73.39
2021-09-08,2,ER,50,37,13,5,2,21,75.33
2021-09-09,2,ER,50,35,4,7,3,23,71.46
2021-09-10,2,ER,50,35,11,9,1,22,70.78
2021-09-11,2,ER,50,33,5,8,3,18,66.49
2021-09-12,2,ER,50,26,6,5,2,22,53.86
2021-09-13,2,ER,50,36,2,4,3,20,73.46
2021-09-14,2,ER,50,35,9,6,3,19,71.55
2021-09-15,2,ER,50,39,8,7,2,23,79.31
2021-09-16,2,ER,50,34,9,16,1,21,68.13
2021-09-17,2,ER,50,35,10,7,1,24,70.9
2021-09-18,2,ER,50,30,4,8,2,21,60.33
2021-09-19,2,ER,50,30,9,11,2,20,60.29
2021-09-20,2,ER,50,38,14,4,4,23,76.93
2021-09-21,2,ER,50,37,8,9,2,21,74.24
2021-09-22,2,ER,50,36,7,6,2,21,72.42
2021-09-23,2,ER,50,34,6,7,1,20,68.14
2021-09-24,2,ER,50,38,11,5,3,20,77.85
2021-09-25,2,ER,50,30,4,4,1,21,61.21
2021-09-26,2,ER,50,28,7,8,3,19,57.96
2021-09-27,2,ER,50,37,8,8,1,17,74.01
2021-09-28,2,ER,50,36,5,6,1,20,73.66
2021-09-29,2,ER,50,36,4,12,3,24,73.62
2021-09-30,2,ER,50,37,7,5,2,23,74.96
2021-10-01,2,ER,50,39,7,4,5,21,78.2
2021-10-02,2,ER,50,33,5,12,1,22,67.98
2021-10-03,2,ER,50,30,6,4,4,21,61.0
2021-10-04,2,ER,50,38,8,8,3,24,77.73
2021-10-05,2,ER,50,41,6,6,1,27,82.36
2021-10-06,2,ER,50,40,11,9,2,25,81.17
2021-10-07,2,ER,50,35,5,4,1,21,70.68
2021-10-08,2,ER,50,41,7,4,3,24,82.75
2021-10-09,2,ER,50,33,8,5,3,20,66.55
2021-10-10,2,ER,50,33,8,6,1,18,66.83
2021-10-11,2,ER,50,36,9,5,4,22,73.18
2021-10-12,2,ER,50,36,3,8,4,23,73.45
2021-10-13,2,ER,50,41,5,13,3,22,82.03
2021-10-14,2,ER,50,36,4,3,4,24,72.42
2021-10-15,2,ER,50,37,6,6,3,20,75.05
2021-10-16,2,ER,50,29,11,15,1,16,58.12
2021-10-17,2,ER,50,31,2,8,2,22,62.08
2021-10-18,2,ER,50,39,8,6,2,23,79.7
2021-10-19,2,ER,50,35,6,9,4,22,71.55
2021-10-20,2,ER,50,31,11,4,2,20,63.11
2021-10-21,2,ER,50,38,10,5,3,20,76.96
2021-10-22,2,ER,50,38,2,9,3,24,76.94
2021-10-23,2,ER,50,27,12,5,2,20,54.55
2021-10-24,2,ER,50,33,7,5,5,22,66.27
2021-10-25,2,ER,50,41,9,6,2,25,83.57
2021-10-26,2,ER,50,42,8,10,4,20,85.7
2021-10-27,2,ER,50,37,5,7,3,18,75.9
2021-10-28,2,ER,50,39,5,11,2,24,79.38
2021-10-29,2,ER,50,36,10,7,1,20,72.55
2021-10-30,2,ER,50,31,10,10,5,22,62.41
2021-10-31,2,ER,50,36,5,4,2,21,73.2
2021-11-01,2,ER,50,40,9,11,2,23,80.47
2021-11-02,2,ER,50,42,10,4,3,21,84.48
2021-11-03,2,ER,50,38,8,7,4,21,77.66
2021-11-04,2,ER,50,42,7,1,3,27,85.97
2021-11-05,2,ER,50,38,12,6,3,21,77.31
2021-11-06,2,ER,50,35,4,10,2,20,70.03
2021-11-07,2,ER,50,28,6,4,2,18,56.51
2021-11-08,2,ER,50,45,7,7,3,21,90.14
2021-11-09,2,ER,50,42,7,7,2,22,85.57
2021-11-10,2,ER,50,41,9,9,2,23,83.27
2021-11-11,2,ER,50,46,5,7,3,21,93.08
2021-11-12,2,ER,50,46,6,7,2,22,92.15
2021-11-13,2,ER,50,32,4,8,3,19,65.89
2021-11-14,2,ER,50,35,6,7,1,22,71.07
2021-11-15,2,ER,50,38,6,4,2,20,76.48
2021-11-16,2,ER,50,44,5,5,4,20,88.28
2021-11-17,2,ER,50,41,7,0,2,18,83.56
2021-11-18,2,ER,50,41,6,7,3,24,82.44
2021-11-19,2,ER,50,42,6,7,3,21,84.16
2021-11-20,2,ER,50,30,8,6,4,24,61.43
2021-11-21,2,ER,50,34,6,7,1,20,68.28
2021-11-22,2,ER,50,42,11,11,2,23,84.34
2021-11-23,2,ER,50,42,7,7,3,23,85.5
2021-11-24,2,ER,50,43,3,3,3,20,87.05
2021-11-25,2,ER,50,39,5,10,2,22,79.55
2021-11-26,2,ER,50,41,8,5,2,21,83.4
2021-11-27,2,ER,50,33,7,10,4,23,67.16
2021-11-28,2,ER,50,34,7,3,4,24,69.8
2021-11-29,2,ER,50,41,6,8,3,23,82.18
2021-11-30,2,ER,50,42,6,3,3,20,84.18
2021-12-01,2,ER,50,44,8,8,1,23,89.59
2021-12-02,2,ER,50,46,7,7,3,23,92.67
2021-12-03,2,ER,50,47,11,6,3,20,95.0
2021-12-04,2,ER,50,36,7,7,4,18,73.19
2021-12-05,2,ER,50,34,7,5,3,23,69.87
2021-12-06,2,ER,50,47,10,5,1,23,95.0
2021-12-07,2,ER,50,46,5,7,2,25,93.11
2021-12-08,2,ER,50,43,10,8,2,23,87.0
2021-12-09,2,ER,50,43,6,4,2,27,87.41
2021-12-10,2,ER,50,42,6,8,3,25,84.7
2021-12-11,2,ER,50,33,14,7,2,20,67.83
2021-12-12,2,ER,50,36,8,5,2,21,73.41
2021-12-13,2,ER,50,47,6,5,4,24,95.0
2021-12-14,2,ER,50,44,4,5,2,25,89.92
2021-12-15,2,ER,50,43,5,10,3,21,86.18
2021-12-16,2,ER,50,47,8,4,3,24,95.0
2021-12-17,2,ER,50,47,8,9,2,25,94.45
2021-12-18,2,ER,50,37,7,7,3,19,75.78
2021-12-19,2,ER,50,43,5,11,1,19,87.63
2021-12-20,2,ER,50,47,10,8,2,23,95.0
2021-12-21,2,ER,50,47,11,5,3,26,95.0
2021-12-22,2,ER,50,45,5,8,3,23,91.12
2021-12-23,2,ER,50,47,6,7,5,24,95.0
2021-12-24,2,ER,50,46,6,3,3,23,93.49
2021-12-25,2,ER,50,38,5,8,2,24,76.97
2021-12-26,2,ER,50,35,9,4,2,25,71.97
2021-12-27,2,ER,50,45,12,10,2,23,90.09
2021-12-28,2,ER,50,45,8,4,2,24,91.58
2021-12-29,2,ER,50,45,5,6,2,22,91.2
2021-12-30,2,ER,50,47,8,6,4,22,95.0
2021-12-31,2,ER,50,47,6,6,2,23,95.0
2022-01-01,2,ER,50,31,6,5,2,19,62.31
2022-01-02,2,ER,50,29,11,5,3,22,58.6
2022-01-03,2,ER,50,41,8,4,4,21,82.48
2022-01-04,2,ER,50,36,10,2,2,24,72.47
2022-01-05,2,ER,50,39,11,10,3,19,78.62
2022-01-06,2,ER,50,41,7,6,2,21,83.92
2022-01-07,2,ER,50,38,6,9,3,24,77.28
2022-01-08,2,ER,50,31,6,7,3,22,62.13
2022-01-09,2,ER,50,30,4,7,3,20,61.17
2022-01-10,2,ER,50,40,4,6,4,21,81.04
2022-01-11,2,ER,50,35,6,5,3,23,71.84
2022-01-12,2,ER,50,40,7,4,3,20,81.57
2022-01-13,2,ER,50,41,6,7,3,23,82.33
2022-01-14,2,ER,50,42,5,4,4,20,84.34
2022-01-15,2,ER,50,27,6,10,2,21,55.19
2022-01-16,2,ER,50,28,10,6,2,21,57.47
2022-01-17,2,ER,50,39,8,7,3,24,79.46
2022-01-18,2,ER,50,35,12,9,3,24,70.2
2022-01-19,2,ER,50,38,6,10,2,19,76.95
2022-01-20,2,ER,50,40,8,8,3,19,81.32
2022-01-21,2,ER,50,36,6,2,4,22,73.48
2022-01-22,2,ER,50,33,10,5,4,24,66.89
2022-01-23,2,ER,50,28,12,6,3,19,56.02
2022-01-24,2,ER,50,39,9,6,2,20,79.73
2022-01-25,2,ER,50,35,8,5,2,23,71.34
2022-01-26,2,ER,50,36,11,6,2,22,73.94
2022-01-27,2,ER,50,40,7,6,3,23,80.27
2022-01-28,2,ER,50,40,7,12,3,22,81.51
2022-01-29,2,ER,50,32,8,6,2,20,64.7
2022-01-30,2,ER,50,25,4,7,3,19,51.61
2022-01-31,2,ER,50,40,11,10,2,22,80.92
2022-02-01,2,ER,50,45,6,3,3,21,91.98
2022-02-02,2,ER,50,43,11,8,1,23,87.08
2022-02-03,2,ER,50,41,8,9,2,23,83.57
2022-02-04,2,ER,50,42,7,7,3,23,85.12
2022-02-05,2,ER,50,32,4,6,2,19,64.21
2022-02-06,2,ER,50,34,5,3,4,23,68.91
2022-02-07,2,ER,50,41,9,7,2,27,83.73
2022-02-08,2,ER,50,41,7,5,1,19,82.48
2022-02-09,2,ER,50,41,6,5,3,24,82.47
2022-02-10,2,ER,50,38,6,8,3,24,76.57
2022-02-11,2,ER,50,42,8,8,2,25,84.83
2022-02-12,2,ER,50,33,8,5,2,23,66.3
2022-02-13,2,ER,50,34,7,8,4,17,69.39
2022-02-14,2,ER,50,38,5,14,3,21,77.73
2022-02-15,2,ER,50,39,9,10,2,21,78.46
2022-02-16,2,ER,50,37,7,5,4,20,75.36
2022-02-17,2,ER,50,43,8,9,4,26,87.12
2022-02-18,2,ER,50,40,9,12,3,22,80.45
2022-02-19,2,ER,50,32,8,3,2,18,65.27
2022-02-20,2,ER,50,32,11,4,3,19,64.74
2022-02-21,2,ER,50,38,7,9,3,20,77.57
2022-02-22,2,ER,50,36,6,9,4,21,73.73
2022-02-23,2,ER,50,42,6,5,3,21,84.99
2022-02-24,2,ER,50,41,6,11,2,22,82.32
2022-02-25,2,ER,50,41,7,4,2,20,83.25
2022-02-26,2,ER,50,32,6,9,2,21,64.96
2022-02-27,2,ER,50,32,6,5,3,21,64.37
2022-02-28,2,ER,50,39,6,7,3,23,78.25
2022-03-01,2,ER,50,41,3,9,1,19,83.62
2022-03-02,2,ER,50,36,10,6,4,22,73.18
2022-03-03,2,ER,50,40,10,13,1,21,81.9
2022-03-04,2,ER,50,45,7,14,3,18,90.23
2022-03-05,2,ER,50,33,6,14,3,21,67.97
2022-03-06,2,ER,50,36,4,6,5,21,73.91
2022-03-07,2,ER,50,44,8,2,3,19,89.79
2022-03-08,2,ER,50,43,7,6,4,21,87.87
2022-03-09,2,ER,50,43,6,4,3,22,86.11
2022-03-10,2,ER,50,40,12,7,2,22,81.7
2022-03-11,2,ER,50,44,9,4,3,25,88.88
2022-03-12,2,ER,50,34,12,7,3,22,69.92
2022-03-13,2,ER,50,34,11,11,3,20,69.93
2022-03-14,2,ER,50,43,6,3,2,24,87.44
2022-03-15,2,ER,50,43,9,5,4,24,87.71
2022-03-16,2,ER,50,38,5,9,3,22,77.87
2022-03-17,2,ER,50,45,2,6,3,21,91.94
2022-03-18,2,ER,50,44,9,2,1,18,88.38
2022-03-19,2,ER,50,37,12,9,4,26,75.19
2022-03-20,2,ER,50,32,6,12,2,23,65.75
2022-03-21,2,ER,50,39,16,6,2,21,78.39
2022-03-22,2,ER,50,38,6,5,2,23,76.96
2022-03-23,2,ER,50,42,9,9,2,22,84.93
2022-03-24,2,ER,50,43,10,5,1,24,86.62
2022-03-25,2,ER,50,42,10,6,4,22,84.46
2022-03-26,2,ER,50,34,7,8,2,20,68.71
2022-03-27,2,ER,50,35,7,6,2,25,70.73
2022-03-28,2,ER,50,43,8,5,1,25,87.69
2022-03-29,2,ER,50,43,6,7,3,25,87.7
2022-03-30,2,ER,50,39,4,7,2,22,78.06
2022-03-31,2,ER,50,42,11,11,3,21,85.3
2022-04-01,2,ER,50,42,4,5,3,21,85.55
2022-04-02,2,ER,50,35,5,6,2,22,70.79
2022-04-03,2,ER,50,33,9,5,3,19,66.43
2022-04-04,2,ER,50,39,1,6,3,22,79.51
2022-04-05,2,ER,50,40,6,6,4,22,81.61
2022-04-06,2,ER,50,39,9,5,2,22,78.93
2022-04-07,2,ER,50,46,10,9,2,21,93.09
2022-04-08,2,ER,50,40,7,9,4,19,80.5
2022-04-09,2,ER,50,34,7,10,3,25,69.55
2022-04-10,2,ER,50,32,9,5,4,17,64.23
2022-04-11,2,ER,50,44,10,8,5,21,89.38
2022-04-12,2,ER,50,39,5,8,3,20,79.25
2022-04-13,2,ER,50,41,7,7,4,20,82.3
2022-04-14,2,ER,50,41,9,4,2,24,83.06
2022-04-15,2,ER,50,43,6,6,3,22,86.03
2022-04-16,2,ER,50,33,5,19,2,19,66.54
2022-04-17,2,ER,50,32,11,7,3,21,64.78
2022-04-18,2,ER,50,39,2,7,2,20,78.28
2022-04-19,2,ER,50,43,5,4,3,22,87.64
2022-04-20,2,ER,50,40,2,5,3,19,81.86
2022-04-21,2,ER,50,43,10,4,4,22,86.95
2022-04-22,2,ER,50,44,6,8,2,21,88.11
2022-04-23,2,ER,50,35,4,4,3,22,71.46
2022-04-24,2,ER,50,37,7,6,2,20,74.46
2022-04-25,2,ER,50,44,3,6,1,22,89.66
2022-04-26,2,ER,50,40,2,4,2,22,80.1
2022-04-27,2,ER,50,45,12,7,3,19,91.18
2022-04-28,2,ER,50,42,7,9,2,25,85.89
2022-04-29,2,ER,50,44,11,8,1,24,89.29
2022-04-30,2,ER,50,33,7,7,1,25,66.93
2022-05-01,2,ER,50,33,8,11,3,18,66.53
2022-05-02,2,ER,50,36,9,10,2,20,72.47
2022-05-03,2,ER,50,39,16,5,2,25,78.39
2022-05-04,2,ER,50,34,12,7,2,21,69.11
2022-05-05,2,ER,50,37,7,9,2,26,74.39
2022-05-06,2,ER,50,41,6,9,3,18,83.54
2022-05-07,2,ER,50,30,5,10,4,15,61.13
2022-05-08,2,ER,50,32,5,8,1,22,64.9
2022-05-09,2,ER,50,37,4,6,3,21,74.87
2022-05-10,2,ER,50,41,6,4,1,21,82.24
2022-05-11,2,ER,50,39,7,10,2,20,78.61
2022-05-12,2,ER,50,38,15,9,3,25,77.26
2022-05-13,2,ER,50,39,5,9,4,21,78.42
2022-05-14,2,ER,50,29,6,3,1,20,58.18
2022-05-15,2,ER,50,29,8,7,2,19,59.48
2022-05-16,2,ER,50,38,9,8,1,23,76.63
2022-05-17,2,ER,50,38,7,13,4,19,77.52
2022-05-18,2,ER,50,37,9,12,3,17,75.02
2022-05-19,2,ER,50,41,14,6,3,18,82.81
2022-05-20,2,ER,50,38,7,6,2,20,76.38
2022-05-21,2,ER,50,32,7,11,3,21,65.92
2022-05-22,2,ER,50,29,5,3,5,22,59.42
2022-05-23,2,ER,50,38,8,3,2,22,77.74
2022-05-24,2,ER,50,41,6,6,2,17,82.91
2022-05-25,2,ER,50,39,7,7,3,23,79.44
2022-05-26,2,ER,50,35,9,10,1,22,71.84
2022-05-27,2,ER,50,34,7,8,2,23,69.82
2022-05-28,2,ER,50,31,7,7,1,21,62.97
2022-05-29,2,ER,50,31,11,5,2,22,63.77
2022-05-30,2,ER,50,39,8,8,1,18,79.0
2022-05-31,2,ER,50,40,9,9,4,25,81.62
2022-06-01,2,ER,50,38,10,5,1,20,76.64
2022-06-02,2,ER,50,31,9,5,4,20,63.26
2022-06-03,2,ER,50,35,9,5,4,24,71.88
2022-06-04,2,ER,50,28,6,10,3,22,56.84
2022-06-05,2,ER,50,29,7,16,2,21,59.57
2022-06-06,2,ER,50,31,3,8,1,18,63.07
2022-06-07,2,ER,50,34,6,12,2,22,69.1
2022-06-08,2,ER,50,33,8,5,3,21,66.12
2022-06-09,2,ER,50,35,11,6,3,20,71.54
2022-06-10,2,ER,50,37,8,7,3,24,75.91
2022-06-11,2,ER,50,31,3,9,3,22,62.51
2022-06-12,2,ER,50,26,10,12,2,21,53.35
2022-06-13,2,ER,50,36,5,7,4,19,72.26
2022-06-14,2,ER,50,40,5,8,1,22,80.25
2022-06-15,2,ER,50,33,8,7,1,23,67.27
2022-06-16,2,ER,50,34,8,6,1,21,68.31
2022-06-17,2,ER,50,32,6,3,3,19,64.0
2022-06-18,2,ER,50,31,6,1,4,19,63.41
2022-06-19,2,ER,50,28,4,10,2,23,57.38
2022-06-20,2,ER,50,33,10,7,3,18,66.56
2022-06-21,2,ER,50,31,6,8,3,19,63.07
2022-06-22,2,ER,50,36,4,3,4,25,72.79
2022-06-23,2,ER,50,35,5,5,4,18,70.64
2022-06-24,2,ER,50,38,11,10,4,20,76.48
2022-06-25,2,ER,50,29,14,13,2,18,58.83
2022-06-26,2,ER,50,25,12,5,4,19,51.78
2022-06-27,2,ER,50,32,6,8,4,23,64.51
2022-06-28,2,ER,50,37,10,12,4,24,74.1
2022-06-29,2,ER,50,30,6,10,2,24,60.55
2022-06-30,2,ER,50,36,4,4,2,20,73.83
2022-07-01,2,ER,50,31,3,7,3,20,63.85
2022-07-02,2,ER,50,23,5,9,1,21,47.92
2022-07-03,2,ER,50,20,7,6,5,17,40.62
2022-07-04,2,ER,50,26,6,6,3,18,53.49
2022-07-05,2,ER,50,36,15,7,1,22,72.98
2022-07-06,2,ER,50,31,13,11,3,21,63.69
2022-07-07,2,ER,50,30,5,5,4,20,61.13
2022-07-08,2,ER,50,29,6,6,3,18,59.39
2022-07-09,2,ER,50,25,5,5,4,17,50.63
2022-07-10,2,ER,50,20,6,5,6,15,41.88
2022-07-11,2,ER,50,29,8,9,2,20,59.72
2022-07-12,2,ER,50,30,10,10,3,25,61.99
2022-07-13,2,ER,50,32,11,7,3,22,65.98
2022-07-14,2,ER,50,33,12,8,4,23,67.4
2022-07-15,2,ER,50,30,7,16,3,18,60.2
2022-07-16,2,ER,50,27,4,8,3,17,55.45
2022-07-17,2,ER,50,26,11,5,2,20,53.41
2022-07-18,2,ER,50,30,3,11,2,14,61.33
2022-07-19,2,ER,50,27,6,4,3,22,54.8
2022-07-20,2,ER,50,30,10,8,3,25,60.61
2022-07-21,2,ER,50,31,6,9,2,19,63.73
2022-07-22,2,ER,50,28,8,5,2,18,57.68
2022-07-23,2,ER,50,18,8,4,3,17,36.66
2022-07-24,2,ER,50,28,7,2,2,17,56.59
2022-07-25,2,ER,50,35,11,8,3,20,70.0
2022-07-26,2,ER,50,31,3,4,3,19,62.61
2022-07-27,2,ER,50,31,13,8,4,22,62.1
2022-07-28,2,ER,50,31,9,7,4,18,63.26
2022-07-29,2,ER,50,32,8,8,3,21,64.25
2022-07-30,2,ER,50,23,7,6,3,18,46.68
2022-07-31,2,ER,50,23,12,11,2,19,47.28
2022-08-01,2,ER,50,27,3,2,1,19,54.93
2022-08-02,2,ER,50,31,2,6,3,19,62.19
2022-08-03,2,ER,50,27,6,13,3,21,54.03
2022-08-04,2,ER,50,28,8,4,3,14,57.31
2022-08-05,2,ER,50,29,11,6,2,18,58.89
2022-08-06,2,ER,50,24,8,3,2,19,48.47
2022-08-07,2,ER,50,22,11,8,1,22,45.28
2022-08-08,2,ER,50,32,5,6,3,21,65.27
2022-08-09,2,ER,50,30,6,5,2,21,60.99
2022-08-10,2,ER,50,27,6,8,4,19,54.51
2022-08-11,2,ER,50,33,7,13,4,22,66.74
2022-08-12,2,ER,50,28,11,5,1,20,57.7
2022-08-13,2,ER,50,20,9,6,2,19,41.07
2022-08-14,2,ER,50,22,1,9,2,19,46.0
2022-08-15,2,ER,50,28,6,5,2,21,56.82
2022-08-16,2,ER,50,31,5,10,2,24,62.22
2022-08-17,2,ER,50,29,5,9,4,22,59.61
2022-08-18,2,ER,50,26,10,3,3,22,53.76
2022-08-19,2,ER,50,31,8,4,2,22,63.19
2022-08-20,2,ER,50,26,5,11,2,21,53.38
2022-08-21,2,ER,50,20,9,4,3,17,41.82
2022-08-22,2,ER,50,23,6,4,4,22,47.0
2022-08-23,2,ER,50,27,6,4,2,20,55.03
2022-08-24,2,ER,50,27,3,10,3,23,55.22
2022-08-25,2,ER,50,28,7,4,3,21,57.85
2022-08-26,2,ER,50,32,11,8,1,23,64.61
2022-08-27,2,ER,50,20,7,6,1,17,41.03
2022-08-28,2,ER,50,20,2,8,4,16,41.32
2022-08-29,2,ER,50,26,9,7,3,18,53.42
2022-08-30,2,ER,50,31,4,15,2,22,62.83
2022-08-31,2,ER,50,29,8,9,3,22,58.2
2022-09-01,2,ER,50,24,8,5,3,17,48.03
2022-09-02,2,ER,50,29,7,8,2,23,58.78
2022-09-03,2,ER,50,18,15,12,3,17,36.96
2022-09-04,2,ER,50,20,8,8,2,18,40.63
2022-09-05,2,ER,50,31,9,9,3,20,63.92
2022-09-06,2,ER,50,28,12,5,3,19,56.56
2022-09-07,2,ER,50,25,5,14,2,22,51.75
2022-09-08,2,ER,50,26,9,7,3,23,53.1
2022-09-09,2,ER,50,32,14,9,2,22,64.05
2022-09-10,2,ER,50,18,5,20,2,17,36.34
2022-09-11,2,ER,50,19,9,2,3,25,39.72
2022-09-12,2,ER,50,27,7,7,4,20,54.05
2022-09-13,2,ER,50,33,7,11,1,25,66.21
2022-09-14,2,ER,50,28,5,10,2,20,56.6
2022-09-15,2,ER,50,29,12,9,3,19,58.16
2022-09-16,2,ER,50,23,6,6,3,20,47.44
2022-09-17,2,ER,50,16,8,2,1,12,33.72
2022-09-18,2,ER,50,17,5,7,1,18,35.92
2022-09-19,2,ER,50,27,13,6,1,18,55.07
2022-09-20,2,ER,50,27,10,6,2,19,54.54
2022-09-21,2,ER,50,32,5,10,4,22,64.74
2022-09-22,2,ER,50,28,8,7,2,17,56.69
2022-09-23,2,ER,50,24,14,4,4,17,48.8
2022-09-24,2,ER,50,19,6,8,3,17,39.54
2022-09-25,2,ER,50,20,9,7,4,17,40.69
2022-09-26,2,ER,50,27,10,7,4,19,55.04
2022-09-27,2,ER,50,27,4,12,1,21,55.7
2022-09-28,2,ER,50,27,6,11,4,22,54.34
2022-09-29,2,ER,50,23,10,5,2,20,47.55
2022-09-30,2,ER,50,26,6,8,2,16,52.29
2022-10-01,2,ER,50,15,5,8,2,16,30.0
2022-10-02,2,ER,50,24,3,8,5,18,48.14
2022-10-03,2,ER,50,26,7,4,2,21,53.2
2022-10-04,2,ER,50,32,8,11,3,21,64.01
2022-10-05,2,ER,50,30,11,6,3,22,60.2
2022-10-06,2,ER,50,25,9,9,2,21,51.63
2022-10-07,2,ER,50,26,10,7,3,22,53.68
2022-10-08,2,ER,50,21,6,12,3,18,43.35
2022-10-09,2,ER,50,23,5,6,3,24,46.71
2022-10-10,2,ER,50,29,4,2,2,19,58.31
2022-10-11,2,ER,50,29,9,8,3,20,58.5
2022-10-12,2,ER,50,30,4,6,2,22,61.86
2022-10-13,2,ER,50,30,16,5,3,20,60.51
2022-10-14,2,ER,50,25,3,10,3,19,51.27
2022-10-15,2,ER,50,21,4,9,4,22,43.12
2022-10-16,2,ER,50,17,7,8,3,19,34.73
2022-10-17,2,ER,50,26,9,8,2,20,53.18
2022-10-18,2,ER,50,29,7,11,4,16,58.02
2022-10-19,2,ER,50,26,7,6,3,16,53.04
2022-10-20,2,ER,50,25,8,6,3,18,50.65
2022-10-21,2,ER,50,30,7,12,2,16,61.89
2022-10-22,2,ER,50,25,11,7,3,20,50.29
2022-10-23,2,ER,50,18,10,6,4,18,37.16
2022-10-24,2,ER,50,27,8,5,2,22,54.41
2022-10-25,2,ER,50,25,10,4,3,19,50.45
2022-10-26,2,ER,50,24,3,5,1,18,48.37
2022-10-27,2,ER,50,25,4,9,1,20,50.34
2022-10-28,2,ER,50,31,12,7,3,22,62.59
2022-10-29,2,ER,50,20,5,4,3,20,41.03
2022-10-30,2,ER,50,19,9,4,2,17,39.57
2022-10-31,2,ER,50,23,8,6,1,19,46.69
2022-11-01,2,ER,50,32,11,12,2,20,64.15
2022-11-02,2,ER,50,31,9,8,3,24,62.35
2022-11-03,2,ER,50,32,6,9,2,21,64.9
2022-11-04,2,ER,50,31,7,5,2,19,63.37
2022-11-05,2,ER,50,24,10,7,5,21,48.76
2022-11-06,2,ER,50,21,9,4,2,17,43.41
2022-11-07,2,ER,50,30,2,9,1,24,60.25
2022-11-08,2,ER,50,32,4,16,2,16,65.1
2022-11-09,2,ER,50,32,7,4,5,22,64.26
2022-11-10,2,ER,50,28,4,6,3,18,56.42
2022-11-11,2,ER,50,30,8,7,4,20,60.75
