report_date,disease,cases,deaths,confirmed
2011-11-29,Ebola,8,5,0
2011-11-29,Diarrhoea,7,5,3
2011-11-29,Cholera,6,2,2
2011-11-29,Marburg Virus,7,4,0
2011-11-30,Yellow Fever,5,3,2
2011-11-30,Viral Haemmorrhaphic Fever,9,7,0
2011-11-30,Rubella Mars,5,3,0
2011-11-30,Meningitis,11,8,0
2011-11-30,Measles,8,5,4
2011-11-30,Marburg Virus,13,5,0
2011-11-30,Ebola,8,4,0
2011-11-30,Diarrhoea,7,4,4
2011-11-30,Cholera,12,7,5
2011-11-30,Malaria,6,3,3
2011-12-01,Meningitis,7,6,0
2011-12-01,Viral Haemmorrhaphic Fever,10,6,0
2011-12-01,Rubella Mars,7,0,0
2011-12-01,Measles,5,2,2
2011-12-01,Yellow Fever,8,3,3
2011-12-01,Malaria,5,1,4
2011-12-01,Cholera,8,2,6
2011-12-01,Marburg Virus,7,3,0
2011-12-01,Ebola,9,3,0
2011-12-01,Diarrhoea,4,2,3
2011-12-02,Yellow Fever,8,3,1
2011-12-02,Viral Haemmorrhaphic Fever,16,6,0
2011-12-02,Rubella Mars,5,4,0
2011-12-02,Measles,8,2,2
2011-12-02,Meningitis,4,4,0
2011-12-02,Malaria,9,4,6
2011-12-02,Ebola,10,8,0
2011-12-02,Diarrhoea,5,3,2
2011-12-02,Cholera,8,4,2
2011-12-02,Marburg Virus,12,3,0
2011-12-03,Yellow Fever,5,2,0
2011-12-03,Viral Haemmorrhaphic Fever,10,4,0
2011-12-03,Rubella Mars,9,2,0
2011-12-03,Meningitis,10,5,0
2011-12-03,Measles,6,3,5
2011-12-03,Marburg Virus,8,3,0
2011-12-03,Ebola,8,2,0
2011-12-03,Diarrhoea,3,2,1
2011-12-03,Cholera,9,5,6
2011-12-03,Malaria,5,4,2
2011-12-04,Yellow Fever,2,1,1
2011-12-04,Viral Haemmorrhaphic Fever,6,4,0
2011-12-04,Rubella Mars,10,6,0
2011-12-04,Meningitis,6,5,0
2011-12-04,Measles,6,4,1
2011-12-04,Marburg Virus,11,5,0
2011-12-04,Ebola,5,2,0
2011-12-04,Diarrhoea,2,1,1
2011-12-04,Cholera,7,3,5
2011-12-04,Malaria,7,4,3
2011-12-05,Meningitis,8,4,0
2011-12-05,Viral Haemmorrhaphic Fever,7,5,0
2011-12-05,Rubella Mars,6,3,0
2011-12-05,Measles,8,3,5
2011-12-05,Yellow Fever,6,4,6
2011-12-05,Malaria,9,7,3
2011-12-05,Ebola,3,1,0
2011-12-05,Diarrhoea,15,6,7
2011-12-05,Cholera,3,1,2
2011-12-05,Marburg Virus,7,5,0
2011-12-06,Viral Haemmorrhaphic Fever,4,2,0
2011-12-06,Rubella Mars,10,7,0
2011-12-06,Meningitis,3,2,0
2011-12-06,Measles,11,7,4
2011-12-06,Yellow Fever,6,3,1
2011-12-06,Malaria,8,4,5
2011-12-06,Ebola,13,8,0
2011-12-06,Diarrhoea,8,3,2
2011-12-06,Cholera,7,3,3
2011-12-06,Marburg Virus,13,6,0
2011-12-07,Yellow Fever,4,2,2
2011-12-07,Viral Haemmorrhaphic Fever,9,6,0
2011-12-07,Rubella Mars,9,2,0
2011-12-07,Meningitis,9,7,0
2011-12-07,Measles,7,3,4
2011-12-07,Marburg Virus,13,5,0
2011-12-07,Ebola,7,3,0
2011-12-07,Diarrhoea,6,4,2
2011-12-07,Cholera,9,3,2
2011-12-07,Malaria,6,3,2
2011-12-08,Meningitis,11,9,0
2011-12-08,Viral Haemmorrhaphic Fever,7,4,0
2011-12-08,Rubella Mars,4,2,0
2011-12-08,Measles,10,4,5
2011-12-08,Yellow Fever,9,5,3
2011-12-08,Malaria,4,1,3
2011-12-08,Cholera,11,6,5
2011-12-08,Marburg Virus,9,4,0
2011-12-08,Ebola,10,5,0
2011-12-08,Diarrhoea,8,6,5
2011-12-09,Yellow Fever,8,4,5
2011-12-09,Viral Haemmorrhaphic Fever,10,6,0
2011-12-09,Rubella Mars,9,2,0
2011-12-09,Measles,7,4,4
2011-12-09,Meningitis,5,2,0
2011-12-09,Malaria,11,5,3
2011-12-09,Ebola,8,4,0
2011-12-09,Diarrhoea,2,1,0
2011-12-09,Cholera,6,4,2
2011-12-09,Marburg Virus,5,1,0
2011-12-10,Yellow Fever,9,4,7
2011-12-10,Viral Haemmorrhaphic Fever,5,2,0
2011-12-10,Rubella Mars,10,5,0
2011-12-10,Meningitis,6,3,0
2011-12-10,Measles,6,4,6
2011-12-10,Marburg Virus,9,2,0
2011-12-10,Ebola,10,3,0
2011-12-10,Diarrhoea,6,2,1
2011-12-10,Cholera,14,6,8
2011-12-10,Malaria,5,3,2
2011-12-11,Yellow Fever,7,4,4
2011-12-11,Viral Haemmorrhaphic Fever,6,2,0
2011-12-11,Rubella Mars,6,4,0
2011-12-11,Meningitis,5,4,0
2011-12-11,Measles,11,8,7
2011-12-11,Marburg Virus,8,2,0
2011-12-11,Ebola,6,3,0
2011-12-11,Diarrhoea,4,1,3
2011-12-11,Cholera,7,5,6
2011-12-11,Malaria,4,2,4
2011-12-12,Meningitis,7,2,0
2011-12-12,Viral Haemmorrhaphic Fever,13,8,0
2011-12-12,Rubella Mars,10,7,0
2011-12-12,Measles,6,2,3
2011-12-12,Yellow Fever,7,2,7
2011-12-12,Malaria,10,5,6
2011-12-12,Cholera,12,7,2
2011-12-12,Marburg Virus,7,1,0
2011-12-12,Ebola,5,3,0
2011-12-12,Diarrhoea,6,3,3
2011-12-13,Cholera,6,3,5
2011-12-13,Diarrhoea,12,7,8
2011-12-13,Ebola,9,2,0
2011-12-13,Malaria,7,4,3
2011-12-13,Marburg Virus,13,8,0
2011-12-13,Measles,5,2,4
2011-12-13,Meningitis,9,6,0
2011-12-13,Rubella Mars,4,3,0
2011-12-13,Viral Haemmorrhaphic Fever,15,8,0
2011-12-13,Yellow Fever,6,2,5
2011-12-14,Yellow Fever,9,4,3
2011-12-14,Viral Haemmorrhaphic Fever,2,2,0
2011-12-14,Rubella Mars,9,6,0
2011-12-14,Measles,7,4,4
2011-12-14,Meningitis,13,7,0
2011-12-14,Malaria,5,1,3
2011-12-14,Cholera,5,3,2
2011-12-14,Marburg Virus,14,10,0
2011-12-14,Ebola,5,3,0
2011-12-14,Diarrhoea,8,5,1
2011-12-15,Yellow Fever,7,3,4
2011-12-15,Viral Haemmorrhaphic Fever,5,3,0
2011-12-15,Rubella Mars,11,7,0
2011-12-15,Measles,9,5,1
2011-12-15,Meningitis,13,3,0
2011-12-15,Malaria,6,3,2
2011-12-15,Ebola,7,7,0
2011-12-15,Diarrhoea,10,1,7
2011-12-15,Cholera,9,5,3
2011-12-15,Marburg Virus,13,6,0
2011-12-16,Yellow Fever,9,4,3
2011-12-16,Viral Haemmorrhaphic Fever,3,2,0
2011-12-16,Rubella Mars,7,4,0
2011-12-16,Meningitis,11,7,0
2011-12-16,Measles,17,8,8
2011-12-16,Marburg Virus,8,1,0
2011-12-16,Ebola,8,3,0
2011-12-16,Cholera,12,7,5
2011-12-16,Malaria,5,2,3
2011-12-16,Diarrhoea,10,7,7
2011-12-17,Cholera,7,3,2
2011-12-17,Diarrhoea,11,6,6
2011-12-17,Ebola,5,2,0
2011-12-17,Malaria,9,3,8
2011-12-17,Measles,9,4,2
2011-12-17,Meningitis,11,3,0
2011-12-17,Rubella Mars,10,5,0
2011-12-17,Viral Haemmorrhaphic Fever,8,4,0
2011-12-17,Yellow Fever,7,3,5
2011-12-17,Marburg Virus,5,2,0
2011-12-18,Yellow Fever,5,3,2
2011-12-18,Meningitis,3,2,0
2011-12-18,Viral Haemmorrhaphic Fever,1,1,0
2011-12-18,Rubella Mars,4,2,0
2011-12-18,Measles,2,2,0
2011-12-18,Malaria,7,4,3
2011-12-18,Ebola,9,3,0
2011-12-18,Diarrhoea,7,3,2
2011-12-18,Cholera,8,6,5
2011-12-18,Marburg Virus,10,6,0
2011-12-19,Yellow Fever,9,3,5
2011-12-19,Viral Haemmorrhaphic Fever,8,5,0
2011-12-19,Rubella Mars,8,5,0
2011-12-19,Meningitis,6,3,0
2011-12-19,Measles,10,4,5
2011-12-19,Marburg Virus,8,3,0
2011-12-19,Ebola,8,4,0
2011-12-19,Diarrhoea,7,1,3
2011-12-19,Cholera,15,5,7
2011-12-19,Malaria,7,3,3
2011-12-20,Meningitis,7,5,0
2011-12-20,Yellow Fever,5,3,3
2011-12-20,Viral Haemmorrhaphic Fever,12,6,0
2011-12-20,Rubella Mars,6,2,0
2011-12-20,Marburg Virus,9,6,0
2011-12-20,Ebola,5,2,0
2011-12-20,Malaria,7,3,3
2011-12-20,Measles,5,4,4
2011-12-20,Diarrhoea,11,4,4
2011-12-20,Cholera,6,3,5
2011-12-21,Viral Haemmorrhaphic Fever,5,2,0
2011-12-21,Rubella Mars,12,3,0
2011-12-21,Meningitis,13,3,0
2011-12-21,Measles,7,5,3
2011-12-21,Yellow Fever,6,4,2
2011-12-21,Malaria,10,4,4
2011-12-21,Ebola,4,1,0
2011-12-21,Diarrhoea,7,4,4
2011-12-21,Cholera,8,6,5
2011-12-21,Marburg Virus,9,6,0
2011-12-22,Yellow Fever,12,7,7
2011-12-22,Viral Haemmorrhaphic Fever,9,3,0
2011-12-22,Rubella Mars,7,2,0
2011-12-22,Meningitis,7,4,0
2011-12-22,Measles,16,7,10
2011-12-22,Marburg Virus,11,8,0
2011-12-22,Ebola,8,4,0
2011-12-22,Diarrhoea,12,5,5
2011-12-22,Cholera,8,5,4
2011-12-22,Malaria,7,4,2
2011-12-23,Meningitis,4,1,0
2011-12-23,Viral Haemmorrhaphic Fever,11,7,0
2011-12-23,Rubella Mars,6,3,0
2011-12-23,Measles,2,0,0
2011-12-23,Yellow Fever,13,6,5
2011-12-23,Malaria,13,8,4
2011-12-23,Cholera,11,6,4
2011-12-23,Marburg Virus,7,3,0
2011-12-23,Ebola,9,3,0
2011-12-23,Diarrhoea,9,4,3
2011-12-24,Yellow Fever,8,4,4
2011-12-24,Viral Haemmorrhaphic Fever,7,4,0
2011-12-24,Rubella Mars,4,2,0
2011-12-24,Measles,9,6,4
2011-12-24,Meningitis,13,8,0
2011-12-24,Malaria,4,1,1
2011-12-24,Ebola,6,1,0
2011-12-24,Diarrhoea,9,3,4
2011-12-24,Cholera,8,6,5
2011-12-24,Marburg Virus,6,2,0
2011-12-25,Yellow Fever,5,0,5
2011-12-25,Viral Haemmorrhaphic Fever,8,4,0
2011-12-25,Rubella Mars,7,3,0
2011-12-25,Meningitis,8,3,0
2011-12-25,Measles,9,4,3
2011-12-25,Marburg Virus,7,5,0
2011-12-25,Ebola,11,6,0
2011-12-25,Diarrhoea,9,5,1
2011-12-25,Cholera,9,3,2
2011-12-25,Malaria,5,3,3
2011-12-26,Yellow Fever,9,5,3
2011-12-26,Viral Haemmorrhaphic Fever,3,3,0
2011-12-26,Rubella Mars,11,6,0
2011-12-26,Meningitis,6,3,0
2011-12-26,Measles,13,9,7
2011-12-26,Marburg Virus,9,5,0
2011-12-26,Ebola,11,4,0
2011-12-26,Diarrhoea,14,5,6
2011-12-26,Cholera,7,5,2
2011-12-26,Malaria,5,3,3
2011-12-27,Rubella Mars,7,5,0
2011-12-27,Yellow Fever,7,3,1
2011-12-27,Viral Haemmorrhaphic Fever,4,0,0
2011-12-27,Meningitis,9,5,0
2011-12-27,Measles,9,5,6
2011-12-27,Marburg Virus,9,3,0
2011-12-27,Malaria,7,5,2
2011-12-27,Ebola,8,3,0
2011-12-27,Diarrhoea,9,3,4
2011-12-27,Cholera,6,2,1
2011-12-28,Viral Haemmorrhaphic Fever,8,5,0
2011-12-28,Meningitis,8,4,0
2011-12-28,Measles,13,7,7
2011-12-28,Marburg Virus,4,3,0
2011-12-28,Yellow Fever,7,4,4
2011-12-28,Ebola,7,5,0
2011-12-28,Diarrhoea,11,8,5
2011-12-28,Cholera,4,2,1
2011-12-28,Malaria,7,3,2
2011-12-28,Rubella Mars,5,3,0
2011-12-29,Yellow Fever,8,5,1
2011-12-29,Cholera,4,0,2
2011-12-29,Diarrhoea,7,3,4
2011-12-29,Ebola,10,7,0
2011-12-29,Malaria,6,0,4
2011-12-29,Marburg Virus,12,5,0
2011-12-29,Measles,11,8,6
2011-12-29,Meningitis,11,7,0
2011-12-29,Rubella Mars,10,5,0
2011-12-29,Viral Haemmorrhaphic Fever,5,3,0
2011-12-30,Viral Haemmorrhaphic Fever,8,3,0
2011-12-30,Yellow Fever,6,3,4
2011-12-30,Meningitis,10,7,0
2011-12-30,Measles,9,7,7
2011-12-30,Rubella Mars,4,2,0
2011-12-30,Malaria,10,5,4
2011-12-30,Ebola,7,3,0
2011-12-30,Marburg Virus,5,4,0
2011-12-30,Diarrhoea,7,2,4
2011-12-30,Cholera,13,5,8
2011-12-31,Yellow Fever,4,3,3
2011-12-31,Viral Haemmorrhaphic Fever,7,4,0
2011-12-31,Rubella Mars,5,2,0
2011-12-31,Meningitis,6,3,0
2011-12-31,Measles,5,2,3
2011-12-31,Marburg Virus,9,1,0
2011-12-31,Malaria,10,8,4
2011-12-31,Ebola,7,5,0
2011-12-31,Diarrhoea,5,2,3
2011-12-31,Cholera,6,3,3
2012-01-01,Viral Haemmorrhaphic Fever,2,1,0
2012-01-01,Rubella Mars,14,2,0
2012-01-01,Yellow Fever,7,5,5
2012-01-01,Meningitis,14,6,0
2012-01-01,Measles,5,4,3
2012-01-01,Ebola,8,3,0
2012-01-01,Malaria,11,7,5
2012-01-01,Diarrhoea,8,6,5
2012-01-01,Cholera,3,0,1
2012-01-01,Marburg Virus,14,10,0
2012-01-02,Yellow Fever,6,3,2
2012-01-02,Cholera,3,1,1
2012-01-02,Diarrhoea,7,5,3
2012-01-02,Ebola,10,7,0
2012-01-02,Malaria,5,3,4
2012-01-02,Marburg Virus,7,7,0
2012-01-02,Measles,3,2,1
2012-01-02,Meningitis,9,5,0
2012-01-02,Rubella Mars,10,5,0
2012-01-02,Viral Haemmorrhaphic Fever,8,6,0
2012-01-03,Rubella Mars,11,6,0
2012-01-03,Meningitis,11,7,0
2012-01-03,Yellow Fever,11,5,3
2012-01-03,Viral Haemmorrhaphic Fever,8,4,0
2012-01-03,Measles,8,4,6
2012-01-03,Marburg Virus,5,3,0
2012-01-03,Malaria,10,6,6
2012-01-03,Ebola,7,5,0
2012-01-03,Diarrhoea,8,4,4
2012-01-03,Cholera,8,4,5
2012-01-04,Yellow Fever,5,3,1
2012-01-04,Viral Haemmorrhaphic Fever,4,2,0
2012-01-04,Rubella Mars,5,2,0
2012-01-04,Meningitis,13,7,0
2012-01-04,Measles,4,2,2
2012-01-04,Marburg Virus,9,5,0
2012-01-04,Malaria,8,2,3
2012-01-04,Ebola,2,1,0
2012-01-04,Diarrhoea,6,6,4
2012-01-04,Cholera,6,5,3
2012-01-05,Yellow Fever,11,4,6
2012-01-05,Viral Haemmorrhaphic Fever,8,5,0
2012-01-05,Rubella Mars,6,3,0
2012-01-05,Meningitis,10,4,0
2012-01-05,Measles,9,5,5
2012-01-05,Malaria,8,5,5
2012-01-05,Ebola,7,2,0
2012-01-05,Diarrhoea,8,5,4
2012-01-05,Cholera,7,2,5
2012-01-05,Marburg Virus,7,1,0
2012-01-06,Marburg Virus,5,4,0
2012-01-06,Cholera,14,7,6
2012-01-06,Diarrhoea,7,3,2
2012-01-06,Ebola,10,5,0
2012-01-06,Malaria,5,2,4
2012-01-06,Measles,7,6,5
2012-01-06,Meningitis,16,11,0
2012-01-06,Rubella Mars,9,5,0
2012-01-06,Viral Haemmorrhaphic Fever,14,6,0
2012-01-06,Yellow Fever,9,4,2
2012-01-07,Rubella Mars,9,4,0
2012-01-07,Meningitis,5,3,0
2012-01-07,Yellow Fever,5,3,3
2012-01-07,Viral Haemmorrhaphic Fever,8,6,0
2012-01-07,Measles,8,3,5
2012-01-07,Cholera,5,1,3
2012-01-07,Malaria,8,5,4
2012-01-07,Ebola,5,2,0
2012-01-07,Diarrhoea,11,7,4
2012-01-07,Marburg Virus,10,5,0
2012-01-08,Yellow Fever,10,6,5
2012-01-08,Viral Haemmorrhaphic Fever,7,5,0
2012-01-08,Rubella Mars,15,6,0
2012-01-08,Meningitis,5,1,0
2012-01-08,Measles,7,5,6
2012-01-08,Malaria,9,2,6
2012-01-08,Ebola,4,2,0
2012-01-08,Diarrhoea,6,6,4
2012-01-08,Cholera,8,4,6
2012-01-08,Marburg Virus,5,1,0
2012-01-09,Meningitis,8,5,0
2012-01-09,Yellow Fever,5,1,2
2012-01-09,Viral Haemmorrhaphic Fever,8,5,0
2012-01-09,Rubella Mars,6,2,0
2012-01-09,Measles,7,4,3
2012-01-09,Cholera,8,5,4
2012-01-09,Malaria,3,2,1
2012-01-09,Ebola,9,4,0
2012-01-09,Diarrhoea,8,4,5
2012-01-09,Marburg Virus,9,6,0
2012-01-10,Meningitis,7,4,0
2012-01-10,Yellow Fever,9,3,9
2012-01-10,Viral Haemmorrhaphic Fever,10,4,0
2012-01-10,Rubella Mars,11,4,0
2012-01-10,Measles,9,4,3
2012-01-10,Marburg Virus,8,5,0
2012-01-10,Malaria,9,4,6
2012-01-10,Ebola,5,2,0
2012-01-10,Diarrhoea,7,2,2
2012-01-10,Cholera,7,2,4
2012-01-11,Viral Haemmorrhaphic Fever,7,3,0
2012-01-11,Rubella Mars,8,4,0
2012-01-11,Meningitis,8,4,0
2012-01-11,Measles,5,1,2
2012-01-11,Yellow Fever,10,4,4
2012-01-11,Malaria,12,3,7
2012-01-11,Ebola,9,5,0
2012-01-11,Diarrhoea,6,3,2
2012-01-11,Cholera,14,6,11
2012-01-11,Marburg Virus,7,4,0
2012-01-12,Yellow Fever,9,3,4
2012-01-12,Viral Haemmorrhaphic Fever,8,6,0
2012-01-12,Rubella Mars,8,4,0
2012-01-12,Meningitis,10,6,0
2012-01-12,Measles,9,4,4
2012-01-12,Marburg Virus,8,1,0
2012-01-12,Ebola,6,5,0
2012-01-12,Diarrhoea,13,6,3
2012-01-12,Cholera,14,7,5
2012-01-12,Malaria,4,3,3
2012-01-13,Meningitis,8,5,0
2012-01-13,Viral Haemmorrhaphic Fever,7,4,0
2012-01-13,Rubella Mars,7,3,0
2012-01-13,Measles,7,4,1
2012-01-13,Yellow Fever,9,7,3
2012-01-13,Malaria,10,8,4
2012-01-13,Cholera,10,5,5
2012-01-13,Marburg Virus,9,4,0
2012-01-13,Ebola,5,1,0
2012-01-13,Diarrhoea,3,3,2
2012-01-14,Yellow Fever,8,2,2
2012-01-14,Viral Haemmorrhaphic Fever,6,5,0
2012-01-14,Rubella Mars,8,6,0
2012-01-14,Measles,7,3,3
2012-01-14,Meningitis,6,2,0
2012-01-14,Malaria,9,3,5
2012-01-14,Ebola,14,7,0
2012-01-14,Diarrhoea,9,4,5
2012-01-14,Cholera,11,9,5
2012-01-14,Marburg Virus,5,1,0
2012-01-15,Yellow Fever,10,6,4
2012-01-15,Viral Haemmorrhaphic Fever,7,6,0
2012-01-15,Rubella Mars,6,4,0
2012-01-15,Meningitis,8,5,0
2012-01-15,Measles,7,2,5
2012-01-15,Marburg Virus,5,3,0
2012-01-15,Ebola,8,4,0
2012-01-15,Diarrhoea,6,2,4
2012-01-15,Cholera,8,4,5
2012-01-15,Malaria,11,7,3
2012-01-16,Yellow Fever,7,3,0
2012-01-16,Viral Haemmorrhaphic Fever,5,3,0
2012-01-16,Rubella Mars,2,0,0
2012-01-16,Meningitis,7,2,0
2012-01-16,Measles,6,2,3
2012-01-16,Marburg Virus,10,6,0
2012-01-16,Ebola,6,3,0
2012-01-16,Diarrhoea,6,1,5
2012-01-16,Cholera,10,7,6
2012-01-16,Malaria,9,5,4
2012-01-17,Meningitis,11,6,0
2012-01-17,Yellow Fever,9,5,6
2012-01-17,Rubella Mars,3,0,0
2012-01-17,Measles,11,6,7
2012-01-17,Viral Haemmorrhaphic Fever,5,2,0
2012-01-17,Malaria,10,2,3
2012-01-17,Ebola,9,4,0
2012-01-17,Diarrhoea,6,0,2
2012-01-17,Cholera,7,3,3
2012-01-17,Marburg Virus,7,4,0
2012-01-18,Viral Haemmorrhaphic Fever,3,1,0
2012-01-18,Rubella Mars,13,9,0
2012-01-18,Meningitis,9,5,0
2012-01-18,Measles,14,5,10
2012-01-18,Yellow Fever,11,5,4
2012-01-18,Malaria,6,5,3
2012-01-18,Ebola,9,9,0
2012-01-18,Diarrhoea,6,3,1
2012-01-18,Cholera,8,6,3
2012-01-18,Marburg Virus,14,8,0
2012-01-19,Yellow Fever,5,2,3
2012-01-19,Viral Haemmorrhaphic Fever,10,3,0
2012-01-19,Rubella Mars,3,1,0
2012-01-19,Meningitis,8,4,0
2012-01-19,Measles,7,3,4
2012-01-19,Marburg Virus,12,9,0
2012-01-19,Ebola,8,3,0
2012-01-19,Diarrhoea,8,5,5
2012-01-19,Cholera,3,2,2
2012-01-19,Malaria,12,8,6
2012-01-20,Meningitis,7,3,0
2012-01-20,Viral Haemmorrhaphic Fever,8,5,0
2012-01-20,Rubella Mars,10,7,0
2012-01-20,Measles,11,5,6
2012-01-20,Yellow Fever,12,7,2
2012-01-20,Malaria,9,5,6
2012-01-20,Cholera,4,3,3
2012-01-20,Marburg Virus,11,6,0
2012-01-20,Ebola,10,6,0
2012-01-20,Diarrhoea,7,3,6
2012-01-21,Yellow Fever,4,0,3
2012-01-21,Viral Haemmorrhaphic Fever,4,1,0
2012-01-21,Rubella Mars,7,3,0
2012-01-21,Measles,13,6,8
2012-01-21,Meningitis,9,4,0
2012-01-21,Malaria,8,2,4
2012-01-21,Ebola,5,0,0
2012-01-21,Diarrhoea,8,2,3
2012-01-21,Cholera,6,2,4
2012-01-21,Marburg Virus,11,5,0
2012-01-22,Yellow Fever,7,0,4
2012-01-22,Viral Haemmorrhaphic Fever,5,2,0
2012-01-22,Rubella Mars,6,4,0
2012-01-22,Meningitis,15,5,0
2012-01-22,Measles,8,3,4
2012-01-22,Marburg Virus,7,3,0
2012-01-22,Ebola,8,5,0
2012-01-22,Diarrhoea,9,2,6
2012-01-22,Cholera,8,3,4
2012-01-22,Malaria,4,1,3
2012-01-23,Yellow Fever,11,5,9
2012-01-23,Viral Haemmorrhaphic Fever,8,4,0
2012-01-23,Rubella Mars,5,1,0
2012-01-23,Meningitis,6,4,0
2012-01-23,Measles,6,2,4
2012-01-23,Malaria,9,5,4
2012-01-23,Ebola,14,5,0
2012-01-23,Diarrhoea,9,4,5
2012-01-23,Cholera,9,4,2
2012-01-23,Marburg Virus,6,3,0
2012-01-24,Meningitis,6,3,0
2012-01-24,Yellow Fever,7,5,2
2012-01-24,Viral Haemmorrhaphic Fever,9,3,0
2012-01-24,Rubella Mars,5,2,0
2012-01-24,Measles,9,6,5
2012-01-24,Marburg Virus,2,0,0
2012-01-24,Malaria,8,3,3
2012-01-24,Ebola,6,2,0
2012-01-24,Diarrhoea,9,8,8
2012-01-24,Cholera,8,3,5
2012-01-25,Viral Haemmorrhaphic Fever,7,1,0
2012-01-25,Rubella Mars,6,3,0
2012-01-25,Meningitis,13,6,0
2012-01-25,Measles,11,5,8
2012-01-25,Yellow Fever,6,3,4
2012-01-25,Malaria,7,3,4
2012-01-25,Ebola,9,6,0
2012-01-25,Diarrhoea,9,2,4
2012-01-25,Cholera,10,5,5
2012-01-25,Marburg Virus,10,5,0
2012-01-26,Yellow Fever,3,2,3
2012-01-26,Viral Haemmorrhaphic Fever,8,4,0
2012-01-26,Rubella Mars,7,5,0
2012-01-26,Meningitis,6,2,0
2012-01-26,Measles,4,2,2
2012-01-26,Marburg Virus,8,5,0
2012-01-26,Ebola,5,1,0
2012-01-26,Diarrhoea,8,6,2
2012-01-26,Cholera,9,5,4
2012-01-26,Malaria,7,3,5
2012-01-27,Meningitis,8,4,0
2012-01-27,Viral Haemmorrhaphic Fever,11,6,0
2012-01-27,Rubella Mars,9,2,0
2012-01-27,Measles,8,4,1
2012-01-27,Yellow Fever,5,3,2
2012-01-27,Malaria,7,6,4
2012-01-27,Cholera,13,3,7
2012-01-27,Marburg Virus,7,3,0
2012-01-27,Ebola,12,6,0
2012-01-27,Diarrhoea,7,5,3
2012-01-28,Yellow Fever,3,1,1
2012-01-28,Viral Haemmorrhaphic Fever,12,7,0
2012-01-28,Rubella Mars,5,3,0
2012-01-28,Measles,6,3,3
2012-01-28,Meningitis,5,3,0
2012-01-28,Malaria,5,4,3
2012-01-28,Ebola,10,7,0
2012-01-28,Diarrhoea,8,4,2
2012-01-28,Cholera,11,3,5
2012-01-28,Marburg Virus,7,2,0
2012-01-29,Yellow Fever,4,1,3
2012-01-29,Viral Haemmorrhaphic Fever,6,3,0
2012-01-29,Rubella Mars,7,5,0
2012-01-29,Meningitis,6,2,0
2012-01-29,Measles,10,5,6
2012-01-29,Marburg Virus,8,2,0
2012-01-29,Ebola,5,1,0
2012-01-29,Diarrhoea,7,2,3
2012-01-29,Cholera,7,3,2
2012-01-29,Malaria,5,2,4
2012-01-30,Yellow Fever,10,6,8
2012-01-30,Viral Haemmorrhaphic Fever,8,2,0
2012-01-30,Rubella Mars,7,1,0
2012-01-30,Meningitis,10,7,0
2012-01-30,Measles,3,1,0
2012-01-30,Marburg Virus,7,3,0
2012-01-30,Ebola,6,2,0
2012-01-30,Diarrhoea,13,8,6
2012-01-30,Cholera,9,4,6
2012-01-30,Malaria,6,3,3
2012-01-31,Meningitis,4,2,0
2012-01-31,Viral Haemmorrhaphic Fever,9,5,0
2012-01-31,Yellow Fever,7,5,3
2012-01-31,Measles,8,3,2
2012-01-31,Rubella Mars,7,3,0
2012-01-31,Malaria,8,7,5
2012-01-31,Ebola,9,5,0
2012-01-31,Diarrhoea,10,7,6
2012-01-31,Cholera,11,7,6
2012-01-31,Marburg Virus,10,6,0
2012-02-01,Viral Haemmorrhaphic Fever,7,5,0
2012-02-01,Rubella Mars,9,4,0
2012-02-01,Meningitis,7,5,0
2012-02-01,Measles,9,4,6
2012-02-01,Yellow Fever,8,3,3
2012-02-01,Malaria,8,2,4
2012-02-01,Ebola,9,3,0
2012-02-01,Diarrhoea,4,2,2
2012-02-01,Cholera,7,1,4
2012-02-01,Marburg Virus,8,2,0
2012-02-02,Yellow Fever,7,3,5
2012-02-02,Viral Haemmorrhaphic Fever,6,1,0
2012-02-02,Rubella Mars,7,5,0
2012-02-02,Meningitis,7,7,0
2012-02-02,Measles,6,4,3
2012-02-02,Marburg Virus,14,6,0
2012-02-02,Ebola,6,2,0
2012-02-02,Diarrhoea,11,8,7
2012-02-02,Cholera,8,3,6
2012-02-02,Malaria,12,6,7
2012-02-03,Meningitis,5,5,0
2012-02-03,Viral Haemmorrhaphic Fever,11,9,0
2012-02-03,Rubella Mars,7,2,0
2012-02-03,Measles,6,5,3
2012-02-03,Yellow Fever,4,2,1
2012-02-03,Malaria,11,3,6
2012-02-03,Cholera,6,0,3
2012-02-03,Marburg Virus,7,4,0
2012-02-03,Ebola,4,2,0
2012-02-03,Diarrhoea,6,1,3
2012-02-04,Yellow Fever,10,6,4
2012-02-04,Viral Haemmorrhaphic Fever,10,3,0
2012-02-04,Rubella Mars,8,1,0
2012-02-04,Measles,4,1,2
2012-02-04,Meningitis,14,9,0
2012-02-04,Malaria,7,3,3
2012-02-04,Ebola,6,1,0
2012-02-04,Diarrhoea,3,1,1
2012-02-04,Cholera,5,3,2
2012-02-04,Marburg Virus,12,8,0
2012-02-05,Yellow Fever,10,5,5
2012-02-05,Viral Haemmorrhaphic Fever,7,3,0
2012-02-05,Rubella Mars,4,3,0
2012-02-05,Meningitis,8,3,0
2012-02-05,Measles,8,7,6
2012-02-05,Marburg Virus,7,1,0
2012-02-05,Ebola,6,1,0
2012-02-05,Diarrhoea,2,1,2
2012-02-05,Cholera,9,2,5
2012-02-05,Malaria,10,6,5
2012-02-06,Yellow Fever,8,1,5
