date,hospital_id,department,total_beds,occupied_beds,admissions,discharges,avg_length_of_stay,staff_on_duty,occupancy_rate,month,day_of_week,is_weekend,season,year,occupancy_rate_rolling_7d,occupancy_rate_rolling_14d,occupancy_rate_rolling_30d,occupancy_rate_rolling_7d_std,admissions_rolling_7d,admissions_rolling_14d,admissions_rolling_30d,admissions_rolling_7d_std,discharges_rolling_7d,discharges_rolling_14d,discharges_rolling_30d,discharges_rolling_7d_std,staff_on_duty_rolling_7d,staff_on_duty_rolling_14d,staff_on_duty_rolling_30d,staff_on_duty_rolling_7d_std,occupancy_rate_lag_1d,occupancy_rate_lag_3d,occupancy_rate_lag_7d,occupancy_rate_lag_14d,admissions_lag_1d,admissions_lag_3d,admissions_lag_7d,admissions_lag_14d,discharges_lag_1d,discharges_lag_3d,discharges_lag_7d,discharges_lag_14d,occupancy_rate_pct_change_1d,occupancy_rate_pct_change_7d,admissions_pct_change_1d,admissions_pct_change_7d,discharges_pct_change_1d,discharges_pct_change_7d,staff_on_duty_pct_change_1d,staff_on_duty_pct_change_7d,day_of_month,quarter,week_of_year,is_month_start,is_month_end,is_quarter_end,season_winter,season_spring,season_summer,season_fall,dept_ER,dept_General Ward,dept_ICU,hospital_1,hospital_2,hospital_3,hospital_4
2021-02-22,1,ER,50,47,4,7,3,25,95.0,2,0,0,Winter,2021,92.13857142857144,92.85571428571428,92.339,5.157326272954671,8.571428571428571,6.857142857142857,7.566666666666666,4.685336802448774,6.285714285714286,6.642857142857143,6.733333333333333,1.9760470401187222,22.714285714285715,22.642857142857142,22.433333333333334,1.9760470401186667,82.13,95.0,95.0,95.0,10.0,11.0,6.0,4.0,4.0,10.0,8.0,5.0,0.15670278826251072,0.0,-0.6,-0.33333333333333337,0.75,-0.125,0.19047619047619047,0.04166666666666674,22,1,8,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2021-02-23,1,ER,50,47,7,5,4,27,95.0,2,1,0,Winter,2021,92.13857142857144,92.85571428571428,92.70266666666666,5.157326272954671,8.142857142857142,7.0,7.3,4.670066788550645,6.285714285714286,6.714285714285714,6.7,1.9760470401187222,23.0,22.857142857142858,22.6,2.4494897427831384,95.0,87.84,95.0,95.0,4.0,2.0,10.0,5.0,7.0,6.0,5.0,4.0,0.0,0.0,0.75,-0.30000000000000004,-0.2857142857142857,0.0,0.08000000000000007,0.08000000000000007,23,1,8,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2021-02-24,1,ER,50,47,8,8,3,22,95.0,2,2,0,Winter,2021,92.13857142857144,92.85571428571428,92.70266666666666,5.157326272954671,8.285714285714286,7.071428571428571,7.366666666666666,4.644505202002523,6.428571428571429,6.428571428571429,6.633333333333334,2.0701966780270746,23.0,22.428571428571427,22.633333333333333,2.4494897427831384,95.0,82.13,95.0,95.0,7.0,10.0,7.0,7.0,5.0,4.0,7.0,12.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.6000000000000001,0.1428571428571428,-0.18518518518518523,0.0,24,1,8,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2021-02-25,1,ER,50,47,9,7,2,22,95.0,2,3,0,Winter,2021,92.13857142857144,92.85571428571428,92.70266666666666,5.157326272954671,7.285714285714286,7.428571428571429,7.433333333333334,3.251373336211707,6.714285714285714,6.571428571428571,6.5,1.9760470401187153,23.0,22.5,22.6,2.4494897427831384,95.0,95.0,95.0,95.0,8.0,4.0,16.0,4.0,8.0,7.0,5.0,5.0,0.0,0.0,0.125,-0.4375,-0.125,0.3999999999999999,0.0,0.0,25,1,8,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2021-02-26,1,ER,50,47,6,8,2,26,95.0,2,4,0,Winter,2021,92.13857142857144,93.00785714285713,92.70266666666666,5.157326272954671,6.571428571428571,7.714285714285714,7.366666666666666,2.819996622760529,6.428571428571429,6.5,6.466666666666667,1.5118578920369252,23.285714285714285,22.785714285714285,22.7,2.6903708365381545,95.0,95.0,95.0,92.87,9.0,7.0,11.0,2.0,7.0,5.0,10.0,9.0,0.0,0.0,-0.33333333333333337,-0.4545454545454546,0.1428571428571428,-0.19999999999999996,0.18181818181818188,0.08333333333333326,26,1,8,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2021-02-27,1,ER,50,41,11,6,2,21,82.02,2,5,1,Winter,2021,91.30714285714286,92.64214285714286,92.27,6.306834161673479,7.857142857142857,7.928571428571429,7.466666666666667,2.4102953780654595,6.428571428571429,6.428571428571429,6.5,1.511857892036925,23.428571428571427,22.785714285714285,22.6,2.5071326821119855,95.0,95.0,87.84,87.14,6.0,8.0,2.0,8.0,8.0,8.0,6.0,7.0,-0.13663157894736844,-0.066256830601093,0.8333333333333333,4.5,-0.25,0.0,-0.1923076923076923,0.050000000000000044,27,1,8,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2021-02-28,1,ER,50,46,13,11,3,23,92.98,2,6,1,Winter,2021,92.85714285714286,92.49785714285714,92.20266666666666,4.837663741537282,8.285714285714286,8.571428571428571,7.633333333333334,3.0394235042348354,7.428571428571429,6.928571428571429,6.6,1.90237946242268,23.714285714285715,23.142857142857142,22.566666666666666,2.2886885410852558,82.02,95.0,82.13,95.0,11.0,9.0,10.0,4.0,6.0,7.0,4.0,4.0,0.13362594489149004,0.13210763423840266,0.18181818181818188,0.30000000000000004,0.8333333333333333,1.75,0.09523809523809534,0.09523809523809534,28,1,8,0,1,0,1,0,0,0,True,False,False,True,False,False,False
2021-03-01,1,ER,50,47,8,3,4,25,95.0,3,0,0,Spring,2021,92.85714285714286,92.49785714285714,92.713,4.837663741537282,8.857142857142858,8.714285714285714,7.533333333333333,2.41029537806547,6.857142857142857,6.571428571428571,6.433333333333334,2.5448360411214117,23.714285714285715,23.214285714285715,22.766666666666666,2.2886885410852558,92.98,95.0,95.0,95.0,13.0,6.0,4.0,6.0,11.0,8.0,7.0,8.0,0.021725102172510224,0.0,-0.3846153846153846,1.0,-0.7272727272727273,-0.5714285714285714,0.08695652173913038,0.0,1,1,9,1,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-02,1,ER,50,47,5,9,1,23,95.0,3,1,0,Spring,2021,92.85714285714286,92.49785714285714,93.182,4.837663741537282,8.571428571428571,8.357142857142858,7.5,2.7602622373694063,7.428571428571429,6.857142857142857,6.666666666666667,2.5071326821120326,23.142857142857142,23.071428571428573,22.866666666666667,1.772810520855776,95.0,82.02,95.0,95.0,8.0,11.0,7.0,10.0,3.0,6.0,5.0,5.0,0.0,0.0,-0.375,-0.2857142857142857,2.0,0.8,-0.07999999999999996,-0.14814814814814814,2,1,9,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-03,1,ER,50,47,12,6,2,26,95.0,3,2,0,Spring,2021,92.85714285714286,92.49785714285714,93.182,4.837663741537282,9.142857142857142,8.714285714285714,7.633333333333334,3.023715784073813,7.142857142857143,6.785714285714286,6.566666666666666,2.544836041121408,23.714285714285715,23.357142857142858,22.933333333333334,1.976047040118636,95.0,92.98,95.0,95.0,5.0,13.0,8.0,7.0,9.0,11.0,8.0,7.0,0.0,0.0,1.4,0.5,-0.33333333333333337,-0.25,0.13043478260869557,0.18181818181818188,3,1,9,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-04,1,ER,50,47,7,6,3,24,95.0,3,3,0,Spring,2021,92.85714285714286,92.49785714285714,93.182,4.837663741537282,8.857142857142858,8.071428571428571,7.666666666666667,3.132015933791488,7.0,6.857142857142857,6.633333333333334,2.581988897471614,24.0,23.5,22.933333333333334,1.8257418583504672,95.0,95.0,95.0,95.0,12.0,8.0,9.0,16.0,6.0,3.0,7.0,5.0,0.0,0.0,-0.41666666666666663,-0.2222222222222222,0.0,-0.1428571428571429,-0.07692307692307687,0.09090909090909083,4,1,9,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-05,1,ER,50,47,10,11,4,22,95.0,3,4,0,Spring,2021,92.85714285714286,92.49785714285714,93.182,4.837663741537282,9.428571428571429,8.0,7.7,2.8784916685156956,7.428571428571429,6.928571428571429,6.7,2.9920529661723805,23.428571428571427,23.357142857142858,22.933333333333334,1.7182493859683774,95.0,95.0,95.0,95.0,7.0,5.0,6.0,11.0,6.0,9.0,8.0,10.0,0.0,0.0,0.4285714285714286,0.6666666666666667,0.8333333333333333,0.375,-0.08333333333333337,-0.15384615384615385,5,1,9,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-06,1,ER,50,45,12,6,2,20,90.15,3,5,1,Spring,2021,94.01857142857143,92.66285714285716,93.02033333333334,1.864603877246119,9.571428571428571,8.714285714285714,7.733333333333333,2.992052966172382,7.428571428571429,6.928571428571429,6.666666666666667,2.9920529661723805,23.285714285714285,23.357142857142858,22.9,1.9760470401186496,95.0,95.0,82.02,87.84,10.0,12.0,11.0,2.0,11.0,6.0,6.0,6.0,-0.05105263157894735,0.09912216532553053,0.19999999999999996,0.09090909090909083,-0.4545454545454546,0.0,-0.09090909090909094,-0.04761904761904767,6,1,9,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-07,1,ER,50,42,7,12,2,25,85.52,3,6,1,Spring,2021,92.95285714285716,92.905,92.70433333333334,3.7429342958234137,8.714285714285714,8.5,7.633333333333334,2.6903708365381878,7.571428571428571,7.5,6.866666666666666,3.207134902949089,23.571428571428573,23.642857142857142,23.0,2.070196678026999,90.15,95.0,92.98,82.13,12.0,7.0,13.0,10.0,6.0,6.0,11.0,4.0,-0.05135884636716592,-0.08023230802323089,-0.41666666666666663,-0.46153846153846156,1.0,0.09090909090909083,0.25,0.08695652173913038,7,1,9,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-08,1,ER,50,47,11,10,1,21,95.0,3,0,0,Spring,2021,92.95285714285716,92.905,92.94699999999999,3.7429342958234137,9.142857142857142,9.0,7.766666666666667,2.7945525240230826,8.571428571428571,7.714285714285714,7.133333333333334,2.572750982712384,23.0,23.357142857142858,22.9,2.1602468994692416,85.52,95.0,95.0,95.0,7.0,10.0,8.0,4.0,12.0,11.0,3.0,7.0,0.11085126286248825,0.0,0.5714285714285714,0.375,-0.16666666666666663,2.3333333333333335,-0.16000000000000003,-0.16000000000000003,8,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-09,1,ER,50,47,10,6,3,25,95.0,3,1,0,Spring,2021,92.95285714285716,92.905,93.02166666666668,3.7429342958234137,9.857142857142858,9.214285714285714,7.866666666666666,2.115700942049817,8.142857142857142,7.785714285714286,7.066666666666666,2.734262327610579,23.285714285714285,23.214285714285715,23.0,2.2886885410852678,95.0,90.15,95.0,95.0,11.0,12.0,5.0,7.0,10.0,6.0,9.0,5.0,0.0,0.0,-0.09090909090909094,1.0,-0.4,-0.33333333333333337,0.19047619047619047,0.08695652173913038,9,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-10,1,ER,50,47,5,6,3,22,95.0,3,2,0,Spring,2021,92.95285714285716,92.905,93.02166666666668,3.7429342958234137,8.857142857142858,9.0,7.9,2.5448360411213984,8.142857142857142,7.642857142857143,7.1,2.734262327610579,22.714285714285715,23.214285714285715,23.033333333333335,1.9760470401186663,95.0,85.52,95.0,95.0,10.0,7.0,12.0,8.0,6.0,12.0,6.0,8.0,0.0,0.0,-0.5,-0.5833333333333333,0.0,0.0,-0.12,-0.15384615384615385,10,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-11,1,ER,50,47,6,8,2,22,95.0,3,3,0,Spring,2021,92.95285714285716,92.905,93.02166666666668,3.7429342958234137,8.714285714285714,8.785714285714286,7.933333333333334,2.6903708365381873,8.428571428571429,7.714285714285714,7.233333333333333,2.572750982712386,22.428571428571427,23.214285714285715,22.966666666666665,1.902379462422649,95.0,95.0,95.0,95.0,5.0,11.0,7.0,9.0,6.0,10.0,6.0,7.0,0.0,0.0,0.19999999999999996,-0.1428571428571429,0.33333333333333326,0.33333333333333326,0.0,-0.08333333333333337,11,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-12,1,ER,50,47,6,5,2,23,95.0,3,4,0,Spring,2021,92.95285714285716,92.905,93.02166666666668,3.7429342958234137,8.142857142857142,8.785714285714286,7.9,2.7945525240230724,7.571428571428571,7.5,7.0,2.572750982712395,22.571428571428573,23.0,22.8,1.9023794624226449,95.0,95.0,95.0,95.0,6.0,10.0,10.0,6.0,8.0,6.0,11.0,8.0,0.0,0.0,0.0,-0.4,-0.375,-0.5454545454545454,0.045454545454545414,0.045454545454545414,12,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-13,1,ER,50,42,13,9,2,25,85.35,3,5,1,Spring,2021,92.26714285714286,93.14285714285714,92.7,4.667500095645562,8.285714285714286,8.928571428571429,8.2,3.0394235042348345,8.0,7.714285714285714,7.133333333333334,2.5166114784235734,23.285714285714285,23.285714285714285,22.933333333333334,1.7043362064926266,95.0,95.0,90.15,82.02,6.0,5.0,12.0,11.0,5.0,6.0,6.0,6.0,-0.1015789473684211,-0.053244592346090025,1.1666666666666665,0.08333333333333326,0.8,0.5,0.08695652173913038,0.25,13,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-14,1,ER,50,47,5,8,3,22,95.0,3,6,1,Spring,2021,93.62142857142858,93.28714285714285,92.77099999999999,3.6473571645381884,8.0,8.357142857142858,8.3,3.26598632371089,7.428571428571429,7.5,7.1,1.8126539343499268,22.857142857142858,23.214285714285715,22.933333333333334,1.5735915849388296,85.35,95.0,85.52,92.98,13.0,6.0,7.0,13.0,9.0,8.0,12.0,11.0,0.11306385471587599,0.11085126286248825,-0.6153846153846154,-0.2857142857142857,-0.11111111111111116,-0.33333333333333337,-0.12,-0.12,14,1,10,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-15,1,ER,50,47,5,5,2,22,95.0,3,0,0,Spring,2021,93.62142857142858,93.28714285714285,93.03299999999999,3.6473571645381884,7.142857142857143,8.142857142857142,8.2,3.132015933791472,6.714285714285714,7.642857142857143,7.033333333333333,1.6035674514745542,23.0,23.0,22.966666666666665,1.4142135623730259,95.0,95.0,95.0,95.0,5.0,6.0,11.0,8.0,8.0,5.0,10.0,3.0,0.0,0.0,0.0,-0.5454545454545454,-0.375,-0.5,0.0,0.04761904761904767,15,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-16,1,ER,50,47,7,9,2,25,95.0,3,1,0,Spring,2021,93.62142857142858,93.28714285714285,93.03299999999999,3.6473571645381884,6.714285714285714,8.285714285714286,8.3,2.870208222079902,7.142857142857143,7.642857142857143,7.2,1.772810520855837,23.0,23.142857142857142,23.2,1.4142135623730259,95.0,85.35,95.0,95.0,5.0,13.0,10.0,5.0,5.0,9.0,6.0,9.0,0.0,0.0,0.3999999999999999,-0.30000000000000004,0.8,0.5,0.13636363636363646,0.0,16,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-17,1,ER,50,47,5,6,5,20,95.0,3,2,0,Spring,2021,93.62142857142858,93.28714285714285,93.03299999999999,3.6473571645381884,6.714285714285714,7.785714285714286,8.266666666666667,2.870208222079902,7.142857142857143,7.642857142857143,7.133333333333334,1.772810520855837,22.714285714285715,22.714285714285715,23.066666666666666,1.7994708216848296,95.0,95.0,95.0,95.0,7.0,5.0,5.0,12.0,9.0,8.0,6.0,6.0,0.0,0.0,-0.2857142857142857,0.0,-0.33333333333333337,0.0,-0.19999999999999996,-0.09090909090909094,17,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-18,1,ER,50,47,6,9,4,25,95.0,3,3,0,Spring,2021,93.62142857142858,93.28714285714285,93.03299999999999,3.6473571645381884,6.714285714285714,7.714285714285714,8.133333333333333,2.870208222079902,7.285714285714286,7.857142857142857,7.266666666666667,1.889822365046134,23.142857142857142,22.785714285714285,23.066666666666666,1.951800145897012,95.0,95.0,95.0,95.0,5.0,5.0,6.0,7.0,6.0,5.0,8.0,6.0,0.0,0.0,0.19999999999999996,0.0,0.5,0.125,0.25,0.13636363636363646,18,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-19,1,ER,50,47,4,6,4,23,95.0,3,4,0,Spring,2021,93.62142857142858,93.28714285714285,93.03299999999999,3.6473571645381884,6.428571428571429,7.285714285714286,8.033333333333333,3.04724700110019,7.428571428571429,7.5,7.233333333333333,1.7182493859684445,23.142857142857142,22.857142857142858,23.1,1.951800145897012,95.0,95.0,95.0,95.0,6.0,7.0,6.0,10.0,9.0,9.0,5.0,11.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,0.19999999999999996,-0.07999999999999996,0.0,19,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-20,1,ER,50,43,8,7,2,23,86.93,3,5,1,Spring,2021,93.84714285714286,93.05714285714285,92.764,3.050173297183426,5.714285714285714,7.0,7.766666666666667,1.3801311186846272,7.142857142857143,7.571428571428571,7.3,1.5735915849388862,22.857142857142858,23.071428571428573,23.133333333333333,1.7728105208557863,95.0,95.0,85.35,90.15,4.0,5.0,13.0,12.0,6.0,6.0,9.0,6.0,-0.08494736842105255,0.018512009373169436,1.0,-0.3846153846153846,0.16666666666666674,-0.2222222222222222,0.0,-0.07999999999999996,20,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-21,1,ER,50,43,12,7,3,20,86.98,3,6,1,Spring,2021,92.70142857142856,93.16142857142857,92.49666666666667,3.9255845788504344,6.714285714285714,7.357142857142857,7.8,2.690370836538166,7.0,7.214285714285714,7.2,1.527525231651949,22.571428571428573,22.714285714285715,23.0,2.070196678027027,86.93,95.0,95.0,85.52,8.0,6.0,5.0,7.0,7.0,9.0,8.0,12.0,0.0005751754285057142,-0.08442105263157895,0.5,1.4,0.0,-0.125,-0.13043478260869568,-0.09090909090909094,21,1,11,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-22,1,ER,50,47,7,6,3,25,95.0,3,0,0,Spring,2021,92.70142857142856,93.16142857142857,92.73533333333334,3.9255845788504344,7.0,7.071428571428571,7.966666666666667,2.581988897471582,7.142857142857143,6.928571428571429,7.2,1.345185418269098,23.0,23.0,23.166666666666668,2.2360679774997463,86.98,95.0,95.0,95.0,12.0,4.0,5.0,11.0,7.0,6.0,5.0,10.0,0.09220510462175202,0.0,-0.41666666666666663,0.3999999999999999,-0.1428571428571429,0.19999999999999996,0.25,0.13636363636363646,22,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-23,1,ER,50,47,5,13,3,22,95.0,3,1,0,Spring,2021,92.70142857142856,93.16142857142857,93.16433333333335,3.9255845788504344,6.714285714285714,6.714285714285714,7.8,2.690370836538166,7.714285714285714,7.428571428571429,7.5,2.5634797778466165,22.571428571428573,22.785714285714285,23.2,2.070196678027027,95.0,86.93,95.0,95.0,7.0,8.0,7.0,10.0,6.0,7.0,9.0,6.0,0.0,0.0,-0.2857142857142857,-0.2857142857142857,1.1666666666666665,0.4444444444444444,-0.12,-0.12,23,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-24,1,ER,50,47,10,4,2,21,95.0,3,2,0,Spring,2021,92.70142857142856,93.16142857142857,93.16433333333335,3.9255845788504344,7.428571428571429,7.071428571428571,8.0,2.8199966227605353,7.428571428571429,7.285714285714286,7.4,2.8784916685156947,22.714285714285715,22.714285714285715,23.066666666666666,1.8898223650460928,95.0,86.98,95.0,95.0,5.0,12.0,5.0,5.0,13.0,7.0,6.0,6.0,0.0,0.0,1.0,1.0,-0.6923076923076923,-0.33333333333333337,-0.045454545454545414,0.050000000000000044,24,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-25,1,ER,50,47,6,10,5,22,95.0,3,3,0,Spring,2021,92.70142857142856,93.16142857142857,93.16433333333335,3.9255845788504344,7.428571428571429,7.071428571428571,7.966666666666667,2.8199966227605353,7.571428571428571,7.428571428571429,7.566666666666666,2.9920529661723783,22.285714285714285,22.714285714285715,22.9,1.6035674514745102,95.0,95.0,95.0,95.0,10.0,7.0,6.0,6.0,4.0,6.0,9.0,8.0,0.0,0.0,-0.4,0.0,1.5,0.11111111111111116,0.04761904761904767,-0.12,25,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-26,1,ER,50,47,6,5,3,22,95.0,3,4,0,Spring,2021,92.70142857142856,93.16142857142857,93.16433333333335,3.9255845788504344,7.714285714285714,7.071428571428571,7.9,2.4976179127510933,7.428571428571429,7.428571428571429,7.466666666666667,3.1014589500826224,22.142857142857142,22.642857142857142,22.9,1.5735915849388546,95.0,95.0,95.0,95.0,6.0,5.0,4.0,6.0,10.0,13.0,6.0,5.0,0.0,0.0,0.0,0.5,-0.5,-0.16666666666666663,0.0,-0.04347826086956519,26,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-27,1,ER,50,44,5,7,2,23,89.38,3,5,1,Spring,2021,93.05142857142857,93.44928571428571,92.977,3.399173569027465,7.285714285714286,6.5,7.766666666666667,2.6903708365381718,7.428571428571429,7.285714285714286,7.466666666666667,3.1014589500826224,22.142857142857142,22.5,22.933333333333334,1.5735915849388546,95.0,95.0,86.93,85.35,6.0,10.0,8.0,13.0,5.0,4.0,7.0,9.0,-0.05915789473684219,0.028183595996778887,-0.16666666666666663,-0.375,0.3999999999999999,0.0,0.045454545454545414,0.0,27,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-28,1,ER,50,41,5,4,3,25,83.32,3,6,1,Spring,2021,92.52857142857144,92.61500000000001,92.58766666666666,4.568936523128236,6.285714285714286,6.5,7.733333333333333,1.799470821684821,7.0,7.0,7.333333333333333,3.366501646120694,22.857142857142858,22.714285714285715,22.9,1.5735915849388282,89.38,95.0,86.98,95.0,5.0,6.0,12.0,5.0,7.0,10.0,7.0,8.0,-0.06780040277467003,-0.04207863876753293,0.0,-0.5833333333333333,-0.4285714285714286,-0.4285714285714286,0.08695652173913038,0.25,28,1,12,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-29,1,ER,50,47,4,5,3,26,95.0,3,0,0,Spring,2021,92.52857142857144,92.61500000000001,93.02033333333334,4.568936523128236,5.857142857142857,6.428571428571429,7.5,1.9518001458970105,6.857142857142857,7.0,7.3,3.4364987719369005,23.0,23.0,23.066666666666666,1.8257418583504994,83.32,95.0,95.0,95.0,5.0,6.0,7.0,5.0,4.0,5.0,6.0,5.0,0.1401824291886702,0.0,-0.19999999999999996,-0.4285714285714286,0.25,-0.16666666666666663,0.040000000000000036,0.040000000000000036,29,1,13,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-30,1,ER,50,47,10,6,5,23,95.0,3,1,0,Spring,2021,92.52857142857144,92.61500000000001,93.08766666666666,4.568936523128236,6.571428571428571,6.642857142857143,7.4,2.439750182371297,5.857142857142857,6.785714285714286,7.133333333333334,2.115700942049832,23.142857142857142,22.857142857142858,23.066666666666666,1.772810520855776,95.0,89.38,95.0,95.0,4.0,5.0,5.0,7.0,5.0,7.0,13.0,9.0,0.0,0.0,1.5,1.0,0.19999999999999996,-0.5384615384615384,-0.11538461538461542,0.045454545454545414,30,1,13,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-03-31,1,ER,50,47,7,3,2,23,95.0,3,2,0,Spring,2021,92.52857142857144,92.61500000000001,93.08766666666666,4.568936523128236,6.142857142857143,6.785714285714286,7.366666666666666,1.9518001458970147,5.714285714285714,6.571428571428571,7.133333333333334,2.2886885410853344,23.428571428571427,23.071428571428573,23.0,1.511857892036827,95.0,83.32,95.0,95.0,10.0,5.0,10.0,5.0,6.0,4.0,4.0,6.0,0.0,0.0,-0.30000000000000004,-0.30000000000000004,-0.5,-0.25,0.0,0.09523809523809534,31,1,13,0,1,1,0,1,0,0,True,False,False,True,False,False,False
2021-04-01,1,ER,50,47,8,7,3,20,95.0,4,3,0,Spring,2021,92.52857142857144,92.61500000000001,93.08766666666666,4.568936523128236,6.428571428571429,6.928571428571429,7.466666666666667,2.0701966780270182,5.285714285714286,6.428571428571429,7.066666666666666,1.4960264830862253,23.142857142857142,22.714285714285715,22.9,1.9518001458970107,95.0,95.0,95.0,95.0,7.0,4.0,6.0,6.0,3.0,5.0,10.0,9.0,0.0,0.0,0.1428571428571428,0.33333333333333326,1.3333333333333335,-0.30000000000000004,-0.13043478260869568,-0.09090909090909094,1,2,13,1,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-04-02,1,ER,50,47,9,8,3,25,95.0,4,4,0,Spring,2021,92.52857142857144,92.61500000000001,93.08766666666666,4.568936523128236,6.857142857142857,7.285714285714286,7.366666666666666,2.2677868380553288,5.714285714285714,6.571428571428571,7.133333333333334,1.7994708216848962,23.571428571428573,22.857142857142858,22.866666666666667,1.988059594775944,95.0,95.0,95.0,95.0,8.0,10.0,6.0,4.0,7.0,6.0,5.0,6.0,0.0,0.0,0.125,0.5,0.1428571428571428,0.6000000000000001,0.25,0.13636363636363646,2,2,13,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-04-03,1,ER,50,47,7,5,2,24,95.0,4,5,1,Spring,2021,93.33142857142856,93.19142857142856,93.08766666666666,4.414625044747081,7.142857142857143,7.214285714285714,7.366666666666666,2.115700942049782,5.428571428571429,6.428571428571429,7.1,1.7182493859684767,23.714285714285715,22.928571428571427,22.866666666666667,1.9760470401186376,95.0,95.0,89.38,86.93,9.0,7.0,5.0,8.0,8.0,3.0,7.0,7.0,0.0,0.06287760125307673,-0.2222222222222222,0.3999999999999999,-0.375,-0.2857142857142857,-0.040000000000000036,0.04347826086956519,3,2,13,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-04-04,1,ER,50,43,4,10,4,22,87.35,4,6,1,Spring,2021,93.90714285714286,93.21785714285714,92.83266666666667,2.8914282185194904,7.0,6.642857142857143,7.166666666666667,2.3094010767584705,6.285714285714286,6.642857142857143,7.066666666666666,2.288688541085327,23.285714285714285,23.071428571428573,22.866666666666667,1.9760470401186483,95.0,95.0,83.32,86.98,7.0,8.0,5.0,12.0,5.0,7.0,4.0,7.0,-0.08052631578947378,0.048367738838214214,-0.4285714285714286,-0.19999999999999996,1.0,1.5,-0.08333333333333337,-0.12,4,2,13,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-04-05,1,ER,50,47,7,5,2,21,95.0,4,0,0,Spring,2021,93.90714285714284,93.21785714285714,92.99433333333333,2.8914282185194904,7.428571428571429,6.642857142857143,7.0,1.9023794624226513,6.285714285714286,6.571428571428571,7.033333333333333,2.288688541085327,22.571428571428573,22.785714285714285,22.9,1.7182493859684012,87.35,95.0,95.0,95.0,4.0,9.0,4.0,7.0,10.0,8.0,5.0,6.0,0.08757870635374942,0.0,0.75,0.75,-0.5,0.0,-0.045454545454545414,-0.1923076923076923,5,2,14,0,0,0,0,1,0,0,True,False,False,True,False,False,False
2021-04-06,1,ER,50,47,11,9,2,23,95.0,4,1,0,Spring,2021,93.90714285714284,93.21785714285714,93.31033333333333,2.8914282185194904,7.571428571428571,7.071428571428571,7.133333333333334,2.1491969707422127,6.714285714285714,6.285714285714286,6.933333333333334,2.497617912751119,22.571428571428573,22.857142857142858,22.833333333333332,1.7182493859684012,95.0,95.0,95.0,95.0,7.0,7.0,10.0,5.0,5.0,5.0,6.0,13.0,0.0,0.0,0.5714285714285714,0.10000000000000009,0.8,0.5,0.09523809523809534,0.0,6,2,14,0,0,0,0,1,0,0,True,False,False,True,False,False,False
