report_date,disease,cases,deaths,confirmed,month,year,dayofweek,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,lag_1,lag_3,lag_7,lag_14,growth_rate_1d,growth_rate_7d,spike_ratio,season,threshold,is_outbreak,alert_level,anomaly_score,iso_prediction,iso_outbreak,week,batch_alert,upper1,upper2
2011-01-21,Malaria,5,2,2,1,2011,4,6.428571428571429,5.928571428571429,6.6,2.69920623252731,7.0,7.0,5.0,8.0,-0.2857142857142857,0.0,0.7574609907589759,0,13.280589448007005,0,Normal,0.4713574287767778,1,0,3,Normal,10.531908864864011,13.280589448007005
2011-01-22,Malaria,5,2,2,1,2011,5,5.714285714285714,5.785714285714286,6.366666666666666,2.2146697055682774,5.0,5.0,10.0,7.0,0.0,-0.5,0.7852169816259227,0,13.280589448007005,0,Normal,0.5112878563584146,1,0,3,Normal,10.531908864864011,13.280589448007005
2011-01-23,Malaria,9,5,5,1,2011,6,6.714285714285714,6.071428571428571,6.3,1.7994708216848732,5.0,7.0,2.0,5.0,0.8,3.5,1.428344707189335,0,13.280589448007005,0,Normal,0.5734260571106741,-1,1,3,Normal,10.531908864864011,13.280589448007005
2011-01-24,Malaria,8,4,5,1,2011,0,6.571428571428571,6.428571428571429,6.366666666666666,1.6183471874253714,9.0,5.0,9.0,3.0,-0.11111111111111116,-0.11111111111111116,1.2563471706014762,0,13.280589448007005,0,Normal,0.4818410505852285,1,0,4,Normal,10.531908864864011,13.280589448007005
2011-01-25,Malaria,5,2,4,1,2011,1,6.285714285714286,6.285714285714286,6.3,1.7043362064926892,8.0,5.0,7.0,7.0,-0.375,-0.2857142857142857,0.7935248373274083,0,13.280589448007005,0,Normal,0.48264273250129786,1,0,4,Normal,10.531908864864011,13.280589448007005
2011-01-26,Malaria,6,3,5,1,2011,2,6.428571428571429,6.285714285714286,6.3,1.6183471874253705,5.0,9.0,5.0,6.0,0.19999999999999996,0.19999999999999996,0.95222980479289,0,13.280589448007005,0,Normal,0.5009052745663954,1,0,4,Normal,10.531908864864011,13.280589448007005
2011-01-27,Malaria,12,6,8,1,2011,3,7.142857142857143,6.785714285714286,6.5,2.6726124191242446,6.0,8.0,7.0,5.0,1.0,0.7142857142857142,1.8458698661744346,0,13.280589448007005,0,Normal,0.5013220790057571,1,0,4,Watch,10.531908864864011,13.280589448007005
2011-01-28,Malaria,7,4,6,1,2011,4,7.428571428571429,6.928571428571429,6.433333333333334,2.5071326821120365,12.0,5.0,5.0,5.0,-0.41666666666666663,0.3999999999999999,1.0879137957830387,0,13.280589448007005,0,Normal,0.4576058644008278,1,0,4,Normal,10.531908864864011,13.280589448007005
2011-01-29,Malaria,8,3,4,1,2011,5,7.857142857142857,6.785714285714286,6.433333333333334,2.267786838055367,7.0,6.0,5.0,10.0,0.1428571428571428,0.6000000000000001,1.243330052323473,0,13.280589448007005,0,Normal,0.4436708046459593,1,0,4,Normal,10.531908864864011,13.280589448007005
2011-01-30,Malaria,14,9,9,1,2011,6,8.571428571428571,7.642857142857143,6.8,3.2586880211286946,8.0,12.0,9.0,2.0,0.75,0.5555555555555556,2.0585208057638584,0,13.280589448007005,1,Outbreak,0.5053909293489446,1,0,4,Outbreak,10.531908864864011,13.280589448007005
2011-01-31,Malaria,3,2,0,1,2011,0,7.857142857142857,7.214285714285714,6.7,3.891382420536069,14.0,7.0,8.0,9.0,-0.7857142857142857,-0.625,0.44769437397403367,0,13.280589448007005,0,Normal,0.5258746831910914,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-01,Malaria,8,4,3,2,2011,1,8.285714285714286,7.285714285714286,6.8,3.6839419880650395,3.0,8.0,5.0,7.0,1.6666666666666665,0.6000000000000001,1.1762976032936332,0,13.280589448007005,0,Normal,0.4750966887522511,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-02,Malaria,9,4,5,2,2011,2,8.714285714285714,7.571428571428571,6.9,3.545621041711678,8.0,14.0,6.0,5.0,0.125,0.5,1.304158817562672,0,13.280589448007005,0,Normal,0.42871757578790015,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-03,Malaria,5,4,4,2,2011,3,7.714285714285714,7.428571428571429,6.766666666666667,3.450327796711773,9.0,3.0,12.0,7.0,-0.4444444444444444,-0.5833333333333333,0.7388070728463774,0,13.280589448007005,0,Normal,0.44865237453819706,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-04,Malaria,8,4,4,2,2011,4,7.857142857142857,7.642857142857143,6.8,3.4364987719369005,5.0,8.0,7.0,5.0,0.6000000000000001,0.1428571428571428,1.1762976032936332,0,13.280589448007005,0,Normal,0.42687468876932416,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-05,Malaria,10,5,5,2,2011,5,8.142857142857142,8.0,6.933333333333334,3.5321651258386115,8.0,9.0,8.0,5.0,0.25,0.25,1.4420996971590634,0,13.280589448007005,0,Normal,0.4303350677251127,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-06,Malaria,6,4,3,2,2011,6,7.0,7.785714285714286,6.866666666666666,2.449489742783178,10.0,5.0,14.0,9.0,-0.4,-0.5714285714285714,0.8736591758481774,0,13.280589448007005,0,Normal,0.4452009659491959,1,0,5,Normal,10.531908864864011,13.280589448007005
2011-02-07,Malaria,11,5,7,2,2011,0,8.142857142857142,8.0,7.0,2.11570094204982,6.0,8.0,3.0,8.0,0.8333333333333333,2.6666666666666665,1.571204113698043,0,13.280589448007005,0,Normal,0.5106614218432107,1,0,6,Watch,10.531908864864011,13.280589448007005
2011-02-08,Malaria,7,4,4,2,2011,1,8.0,8.142857142857142,7.066666666666666,2.1602468994692905,11.0,10.0,8.0,5.0,-0.36363636363636365,-0.125,0.9904258831297458,0,13.280589448007005,0,Normal,0.4123644591043805,1,0,6,Normal,10.531908864864011,13.280589448007005
2011-02-09,Malaria,8,3,2,2,2011,2,7.857142857142857,8.285714285714286,7.233333333333333,2.1157009420498185,7.0,6.0,9.0,6.0,0.1428571428571428,-0.11111111111111116,1.1058379025941114,0,13.280589448007005,0,Normal,0.4005194392407066,1,0,6,Normal,10.531908864864011,13.280589448007005
2011-02-10,Malaria,9,7,3,2,2011,3,8.428571428571429,8.071428571428571,7.3,1.7182493859684558,8.0,11.0,5.0,12.0,0.125,0.8,1.2327078482399672,0,13.280589448007005,0,Normal,0.41634668266419184,1,0,6,Normal,10.531908864864011,13.280589448007005
2011-02-11,Malaria,2,1,1,2,2011,4,7.571428571428571,7.714285714285714,7.166666666666667,2.9920529661723845,9.0,7.0,8.0,7.0,-0.7777777777777778,-0.75,0.27903083290703623,0,13.280589448007005,0,Normal,0.48385302432723737,1,0,6,Normal,10.531908864864011,13.280589448007005
2011-02-12,Malaria,4,2,2,2,2011,5,6.714285714285714,7.428571428571429,7.133333333333334,3.0394235042348465,2.0,8.0,10.0,8.0,1.0,-0.6,0.5606690650843339,0,13.280589448007005,0,Normal,0.48014488421371443,1,0,6,Normal,10.531908864864011,13.280589448007005
2011-02-13,Malaria,11,4,8,2,2011,6,7.428571428571429,7.214285714285714,7.333333333333333,3.4086724129853883,4.0,9.0,6.0,14.0,1.75,0.8333333333333333,1.4997954824342135,0,13.280589448007005,0,Normal,0.44227086096859886,1,0,6,Watch,10.531908864864011,13.280589448007005
2011-02-14,Malaria,7,4,5,2,2011,0,6.857142857142857,7.5,7.233333333333333,3.023715784073818,11.0,2.0,11.0,3.0,-0.36363636363636365,-0.36363636363636365,0.9676081647698475,0,13.280589448007005,0,Normal,0.42294145315384013,1,0,7,Normal,10.531908864864011,13.280589448007005
2011-02-15,Malaria,8,2,3,2,2011,1,7.0,7.5,7.433333333333334,3.055050463303894,7.0,4.0,7.0,8.0,0.1428571428571428,0.1428571428571428,1.0760884185983948,0,13.280589448007005,0,Normal,0.3854174085767985,1,0,7,Normal,10.531908864864011,13.280589448007005
2011-02-16,Malaria,10,4,4,2,2011,2,7.285714285714286,7.571428571428571,7.466666666666667,3.251373336211728,8.0,11.0,8.0,9.0,0.25,0.25,1.3391063696826317,0,13.280589448007005,0,Normal,0.3980103732929989,1,0,7,Normal,10.531908864864011,13.280589448007005
2011-02-17,Malaria,7,4,1,2,2011,3,7.0,7.714285714285714,7.466666666666667,3.16227766016838,10.0,7.0,9.0,5.0,-0.30000000000000004,-0.2222222222222222,0.9373744587778422,0,13.280589448007005,0,Normal,0.38821731175423657,1,0,7,Normal,10.531908864864011,13.280589448007005
2011-02-18,Malaria,7,4,4,2,2011,4,7.714285714285714,7.642857142857143,7.533333333333333,2.288688541085321,7.0,8.0,2.0,8.0,0.0,2.5,0.9290802105915144,0,13.280589448007005,0,Normal,0.46041221021447215,1,0,7,Normal,10.531908864864011,13.280589448007005
2011-02-19,Malaria,11,4,6,2,2011,5,8.714285714285714,7.714285714285714,7.666666666666667,1.8898223650461454,7.0,10.0,4.0,10.0,0.5714285714285714,1.75,1.4345954875451028,0,13.280589448007005,0,Normal,0.4516926838238925,1,0,7,Watch,10.531908864864011,13.280589448007005
2011-02-20,Malaria,8,6,7,2,2011,6,8.285714285714286,7.857142857142857,7.766666666666667,1.603567451474555,11.0,7.0,11.0,6.0,-0.2727272727272727,-0.2727272727272727,1.0299103119769986,0,13.280589448007005,0,Normal,0.4201558557567997,1,0,7,Normal,10.531908864864011,13.280589448007005
2011-02-21,Malaria,9,3,2,2,2011,0,8.571428571428571,7.714285714285714,7.9,1.5118578920369194,8.0,7.0,7.0,11.0,0.125,0.2857142857142858,1.1390963169219086,0,13.280589448007005,0,Normal,0.3981397310533264,1,0,8,Normal,10.531908864864011,13.280589448007005
2011-02-22,Malaria,11,6,5,2,2011,1,9.0,8.0,7.966666666666667,1.7320508075688879,9.0,11.0,8.0,7.0,0.22222222222222232,0.375,1.3805798435342844,0,13.280589448007005,0,Normal,0.4220313925837163,1,0,8,Watch,10.531908864864011,13.280589448007005
2011-02-23,Malaria,10,7,6,2,2011,2,9.0,8.142857142857142,8.033333333333333,1.7320508075688879,11.0,8.0,10.0,8.0,-0.09090909090909094,0.0,1.2446583412853174,0,13.280589448007005,0,Normal,0.43101715156262754,1,0,8,Normal,10.531908864864011,13.280589448007005
2011-02-24,Malaria,10,6,4,2,2011,3,9.428571428571429,8.214285714285714,8.2,1.5118578920369228,10.0,9.0,7.0,9.0,0.0,0.4285714285714286,1.219363492257042,0,13.280589448007005,0,Normal,0.42832325731793836,1,0,8,Normal,10.531908864864011,13.280589448007005
2011-02-25,Malaria,7,4,3,2,2011,4,9.428571428571429,8.571428571428571,8.233333333333333,1.5118578920369228,10.0,11.0,7.0,2.0,-0.30000000000000004,0.0,0.8500991782374612,0,13.280589448007005,0,Normal,0.43258649534154114,1,0,8,Normal,10.531908864864011,13.280589448007005
2011-02-26,Malaria,7,4,4,2,2011,5,8.857142857142858,8.785714285714286,8.066666666666666,1.5735915849388975,7.0,10.0,11.0,4.0,0.0,-0.36363636363636365,0.867661033756146,0,13.280589448007005,0,Normal,0.4390576925715156,1,0,8,Normal,10.531908864864011,13.280589448007005
2011-02-27,Malaria,7,4,3,2,2011,6,8.714285714285714,8.5,8.066666666666666,1.7043362064927035,7.0,10.0,8.0,11.0,0.0,-0.125,0.867661033756146,0,13.280589448007005,0,Normal,0.406124685941004,1,0,8,Normal,10.531908864864011,13.280589448007005
2011-02-28,Malaria,9,6,4,2,2011,0,8.714285714285714,8.642857142857142,8.1,1.7043362064927035,7.0,7.0,9.0,7.0,0.2857142857142858,0.0,1.1109739538328602,0,13.280589448007005,0,Normal,0.4121211243688683,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-01,Malaria,3,1,0,3,2011,1,7.571428571428571,8.285714285714286,7.733333333333333,2.439750182371338,9.0,7.0,11.0,8.0,-0.6666666666666667,-0.7272727272727273,0.3878808774727406,1,13.280589448007005,0,Normal,0.453378508735667,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-02,Malaria,7,3,3,3,2011,2,7.142857142857143,8.071428571428571,7.866666666666666,2.193062655175139,3.0,7.0,10.0,10.0,1.3333333333333335,-0.30000000000000004,0.8897174088039657,1,13.280589448007005,0,Normal,0.43214454450876894,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-03,Malaria,5,2,4,3,2011,3,6.428571428571429,7.928571428571429,7.766666666666667,1.9023794624226875,7.0,9.0,10.0,7.0,-0.2857142857142857,-0.5,0.6436939449856242,1,13.280589448007005,0,Normal,0.41624623442704173,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-04,Malaria,4,3,4,3,2011,4,6.0,7.714285714285714,7.6,2.0816659994661353,5.0,3.0,7.0,7.0,-0.19999999999999996,-0.4285714285714286,0.5262465465070385,1,13.280589448007005,0,Normal,0.4349074763091488,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-05,Malaria,8,3,2,3,2011,5,6.142857142857143,7.5,7.7,2.1930626551751367,4.0,7.0,7.0,11.0,1.0,0.1428571428571428,1.0388261264770808,1,13.280589448007005,0,Normal,0.42880244463094735,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-06,Malaria,5,3,5,3,2011,6,5.857142857142857,7.285714285714286,7.6,2.193062655175136,8.0,5.0,7.0,8.0,-0.375,-0.2857142857142857,0.6578081831337982,1,13.280589448007005,0,Normal,0.4039805360759024,1,0,9,Normal,10.531908864864011,13.280589448007005
2011-03-07,Malaria,5,2,3,3,2011,0,5.285714285714286,7.0,7.433333333333334,1.7043362064926946,5.0,4.0,9.0,9.0,0.0,-0.4444444444444444,0.6725552616239967,1,13.280589448007005,0,Normal,0.436512161173488,1,0,10,Normal,10.531908864864011,13.280589448007005
2011-03-08,Malaria,6,2,4,3,2011,1,5.714285714285714,6.642857142857143,7.433333333333334,1.3801311186847114,5.0,8.0,3.0,11.0,0.19999999999999996,1.0,0.807066313948796,1,13.280589448007005,0,Normal,0.48259589905405914,1,0,10,Normal,10.531908864864011,13.280589448007005
2011-03-09,Malaria,14,6,8,3,2011,2,6.714285714285714,6.928571428571429,7.533333333333333,3.450327796711773,6.0,5.0,7.0,10.0,1.3333333333333335,1.0,1.8581604211830287,1,13.280589448007005,1,Outbreak,0.5102526508584676,1,0,10,Outbreak,10.531908864864011,13.280589448007005
2011-03-10,Malaria,4,3,3,3,2011,3,6.571428571428571,6.5,7.433333333333334,3.5523298860111,14.0,5.0,5.0,10.0,-0.7142857142857143,-0.19999999999999996,0.5380442092991974,1,13.280589448007005,0,Normal,0.4950404135747967,1,0,10,Normal,10.531908864864011,13.280589448007005
2011-03-11,Malaria,5,4,2,3,2011,4,6.714285714285714,6.357142857142857,7.333333333333333,3.4503277967117736,4.0,6.0,4.0,7.0,0.25,0.25,0.6817252192882789,1,13.280589448007005,0,Normal,0.459310775029937,1,0,10,Normal,10.531908864864011,13.280589448007005
2011-03-12,Malaria,7,5,4,3,2011,5,6.571428571428571,6.357142857142857,7.266666666666667,3.408672412985389,5.0,14.0,8.0,7.0,0.3999999999999999,-0.125,0.963170205934963,1,13.280589448007005,0,Normal,0.43414039563974716,1,0,10,Normal,10.531908864864011,13.280589448007005
2011-03-13,Malaria,9,4,2,3,2011,6,7.142857142857143,6.5,7.5,3.4364987719369013,7.0,4.0,5.0,7.0,0.2857142857142858,0.8,1.1998400213304892,1,13.280589448007005,0,Normal,0.4306330249296101,1,0,10,Normal,10.531908864864011,13.280589448007005
2011-03-14,Malaria,12,10,7,3,2011,0,8.142857142857142,6.714285714285714,7.766666666666667,3.716116764786036,9.0,5.0,5.0,9.0,0.33333333333333326,1.4,1.5448654679654978,1,13.280589448007005,0,Normal,0.4985037326934876,1,0,11,Watch,10.531908864864011,13.280589448007005
2011-03-15,Malaria,10,6,4,3,2011,1,8.714285714285714,7.214285714285714,7.733333333333333,3.638419332360588,12.0,7.0,6.0,3.0,-0.16666666666666663,0.6666666666666667,1.2929362582424686,1,13.280589448007005,0,Normal,0.43600231932825495,1,0,11,Normal,10.531908864864011,13.280589448007005
2011-03-16,Malaria,6,3,2,3,2011,2,7.571428571428571,7.142857142857143,7.7,2.8784916685157014,10.0,9.0,14.0,7.0,-0.4,-0.5714285714285714,0.7791195948578106,1,13.280589448007005,0,Normal,0.4223535445456508,1,0,11,Normal,10.531908864864011,13.280589448007005
2011-03-17,Malaria,4,1,3,3,2011,3,7.571428571428571,7.071428571428571,7.566666666666666,2.8784916685157014,6.0,12.0,4.0,5.0,-0.33333333333333337,0.0,0.5285645068933621,1,13.280589448007005,0,Normal,0.4299393129686174,1,0,11,Normal,10.531908864864011,13.280589448007005
2011-03-18,Malaria,10,5,4,3,2011,4,8.285714285714286,7.5,7.566666666666666,2.7516228977511794,4.0,10.0,5.0,4.0,1.5,1.0,1.3214112672334053,1,13.280589448007005,0,Normal,0.42805348537765175,1,0,11,Normal,10.531908864864011,13.280589448007005
2011-03-19,Malaria,6,2,1,3,2011,5,8.142857142857142,7.357142857142857,7.533333333333333,2.85356919363403,10.0,6.0,7.0,8.0,-0.4,-0.1428571428571429,0.796354466221298,1,13.280589448007005,0,Normal,0.3870863763053393,1,0,11,Normal,10.531908864864011,13.280589448007005
2011-03-20,Malaria,1,0,1,3,2011,6,7.0,7.071428571428571,7.333333333333333,3.872983346207419,6.0,4.0,9.0,5.0,-0.8333333333333334,-0.8888888888888888,0.13634504385765578,1,13.280589448007005,0,Normal,0.5284967372826361,1,0,11,Normal,10.531908864864011,13.280589448007005
2011-03-21,Malaria,10,3,8,3,2011,0,6.714285714285714,7.428571428571429,7.3,3.4982989063393726,1.0,10.0,12.0,5.0,9.0,-0.16666666666666663,1.3696753869332967,1,13.280589448007005,0,Normal,0.5927982994995163,-1,1,12,Normal,10.531908864864011,13.280589448007005
2011-03-22,Malaria,7,2,5,3,2011,1,6.285714285714286,7.5,7.266666666666667,3.1997023671109233,10.0,6.0,10.0,6.0,-0.30000000000000004,-0.30000000000000004,0.963170205934963,1,13.280589448007005,0,Normal,0.4199904002452801,1,0,12,Normal,10.531908864864011,13.280589448007005
2011-03-23,Malaria,6,5,5,3,2011,2,6.285714285714286,6.928571428571429,7.166666666666667,3.1997023671109233,7.0,1.0,6.0,14.0,-0.1428571428571429,0.0,0.8370924987211086,1,13.280589448007005,0,Normal,0.4131440886858918,1,0,12,Normal,10.531908864864011,13.280589448007005
2011-03-24,Malaria,13,6,5,3,2011,3,7.571428571428571,7.571428571428571,7.233333333333333,3.8668308667927245,6.0,10.0,4.0,4.0,1.1666666666666665,2.25,1.7969865917154308,1,13.280589448007005,0,Normal,0.5256256792164276,1,0,12,Watch,10.531908864864011,13.280589448007005
2011-03-25,Malaria,13,4,4,3,2011,4,8.0,8.142857142857142,7.333333333333333,4.320493798938576,13.0,7.0,10.0,5.0,0.0,0.30000000000000004,1.772485570149525,1,13.280589448007005,0,Normal,0.5262463568161092,1,0,12,Watch,10.531908864864011,13.280589448007005
2011-03-26,Malaria,9,5,4,3,2011,5,8.428571428571429,8.285714285714286,7.3,4.237025012007951,13.0,6.0,6.0,7.0,-0.3076923076923077,0.5,1.2327078482399672,1,13.280589448007005,0,Normal,0.46650457133973067,1,0,12,Normal,10.531908864864011,13.280589448007005
2011-03-27,Malaria,10,5,2,3,2011,6,9.714285714285714,8.357142857142858,7.4,2.690370836538204,9.0,13.0,1.0,9.0,0.11111111111111116,9.0,1.3511687609782461,1,13.280589448007005,0,Normal,0.5463662582891547,1,0,12,Normal,10.531908864864011,13.280589448007005
2011-03-28,Malaria,11,6,4,3,2011,0,9.857142857142858,8.285714285714286,7.533333333333333,2.734262327610596,10.0,13.0,10.0,12.0,0.10000000000000009,0.10000000000000009,1.4599831880723797,1,13.280589448007005,0,Normal,0.4568521182130758,1,0,13,Watch,10.531908864864011,13.280589448007005
2011-03-29,Malaria,8,3,4,3,2011,1,10.0,8.142857142857142,7.566666666666666,2.581988897471619,11.0,9.0,7.0,10.0,-0.2727272727272727,0.1428571428571428,1.0571290137867242,1,13.280589448007005,0,Normal,0.43177320984079814,1,0,13,Normal,10.531908864864011,13.280589448007005
2011-03-30,Malaria,8,6,6,3,2011,2,10.285714285714286,8.285714285714286,7.533333333333333,2.1380899352994054,8.0,10.0,6.0,6.0,0.0,0.33333333333333326,1.0618059549617307,1,13.280589448007005,0,Normal,0.43118009653518996,1,0,13,Normal,10.531908864864011,13.280589448007005
2011-03-31,Malaria,2,2,1,3,2011,3,8.714285714285714,8.142857142857142,7.5,3.450327796711776,8.0,11.0,13.0,4.0,-0.75,-0.8461538461538461,0.26663111585121985,1,13.280589448007005,0,Normal,0.5063010038892155,1,0,13,Normal,10.531908864864011,13.280589448007005
2011-04-01,Malaria,5,2,2,4,2011,4,7.571428571428571,7.785714285714286,7.433333333333334,3.1014589500826295,2.0,8.0,13.0,10.0,1.5,-0.6153846153846154,0.6725552616239967,1,13.280589448007005,0,Normal,0.4896759532107268,1,0,13,Normal,10.531908864864011,13.280589448007005
2011-04-02,Malaria,9,4,4,4,2011,5,7.571428571428571,8.0,7.566666666666666,3.1014589500826295,5.0,8.0,9.0,6.0,0.8,0.0,1.1892701405100647,1,13.280589448007005,0,Normal,0.4081455700343156,1,0,13,Normal,10.531908864864011,13.280589448007005
2011-04-03,Malaria,7,6,5,4,2011,6,7.142857142857143,8.428571428571429,7.666666666666667,2.911389784311009,9.0,2.0,10.0,1.0,-0.2222222222222222,-0.30000000000000004,0.9129244011650653,1,13.280589448007005,0,Normal,0.3926682397499488,1,0,13,Normal,10.531908864864011,13.280589448007005
2011-04-04,Malaria,4,3,4,4,2011,0,6.142857142857143,8.0,7.533333333333333,2.544836041121411,7.0,5.0,11.0,10.0,-0.4285714285714286,-0.6363636363636364,0.5309029774808653,1,13.280589448007005,0,Normal,0.43509977723085963,1,0,14,Normal,10.531908864864011,13.280589448007005
2011-04-05,Malaria,4,2,3,4,2011,1,5.571428571428571,7.785714285714286,7.5,2.5071326821120383,4.0,9.0,8.0,7.0,0.0,-0.5,0.5332622317024397,1,13.280589448007005,0,Normal,0.45623899927730893,1,0,14,Normal,10.531908864864011,13.280589448007005
2011-04-06,Malaria,11,5,5,4,2011,2,6.0,8.142857142857142,7.7,3.1622776601683826,4.0,7.0,8.0,6.0,1.75,0.375,1.4283859239059862,1,13.280589448007005,0,Normal,0.4672135083188629,1,0,14,Watch,10.531908864864011,13.280589448007005
2011-04-07,Malaria,7,3,5,4,2011,3,6.714285714285714,7.714285714285714,7.733333333333333,2.6276913640612225,11.0,4.0,2.0,13.0,-0.36363636363636365,2.5,0.905055380769728,1,13.280589448007005,0,Normal,0.4763113370303486,1,0,14,Normal,10.531908864864011,13.280589448007005
2011-04-08,Malaria,13,8,7,4,2011,4,7.857142857142857,7.714285714285714,7.7,3.3876526498728445,7.0,4.0,5.0,13.0,0.8571428571428572,1.6,1.6880924555252563,1,13.280589448007005,0,Normal,0.46781238926414453,1,0,14,Watch,10.531908864864011,13.280589448007005
2011-04-09,Malaria,10,5,6,4,2011,5,8.0,7.785714285714286,7.9,3.464101615137759,13.0,11.0,9.0,9.0,-0.23076923076923073,0.11111111111111116,1.2656625743576762,1,13.280589448007005,0,Normal,0.4201218636944836,1,0,14,Normal,10.531908864864011,13.280589448007005
2011-04-10,Malaria,4,1,2,4,2011,6,7.571428571428571,7.357142857142857,7.866666666666666,3.7796447300922758,10.0,7.0,7.0,10.0,-0.6,-0.4285714285714286,0.5084099478879803,1,13.280589448007005,0,Normal,0.4279319009773623,1,0,14,Normal,10.531908864864011,13.280589448007005
2011-04-11,Malaria,9,4,7,4,2011,0,8.285714285714286,7.214285714285714,7.933333333333334,3.4503277967117754,4.0,13.0,4.0,11.0,1.25,1.25,1.1343108011595175,1,13.280589448007005,0,Normal,0.4454130437307717,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-12,Malaria,6,3,0,4,2011,1,8.571428571428571,7.071428571428571,7.833333333333333,3.10145895008263,9.0,10.0,4.0,8.0,-0.33333333333333337,0.5,0.7658596774879802,1,13.280589448007005,0,Normal,0.43465049380087095,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-13,Malaria,10,6,4,4,2011,2,8.428571428571429,7.214285714285714,7.766666666666667,2.9920529661723876,6.0,4.0,11.0,8.0,0.6666666666666667,-0.09090909090909094,1.2873878899712483,1,13.280589448007005,0,Normal,0.4341826501867235,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-14,Malaria,8,3,7,4,2011,3,8.571428571428571,7.642857142857143,7.7,2.9358214555806437,10.0,9.0,7.0,2.0,-0.19999999999999996,0.1428571428571428,1.0388261264770808,1,13.280589448007005,0,Normal,0.3881749951200806,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-15,Malaria,8,6,4,4,2011,4,7.857142857142857,7.857142857142857,7.766666666666667,2.19306265517514,8.0,6.0,13.0,5.0,0.0,-0.3846153846153846,1.0299103119769986,1,13.280589448007005,0,Normal,0.39832431033043303,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-16,Malaria,8,3,5,4,2011,5,7.571428571428571,7.785714285714286,7.9,1.9880595947760156,8.0,10.0,10.0,9.0,0.0,-0.19999999999999996,1.0125300594861408,1,13.280589448007005,0,Normal,0.38529592908597426,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-17,Malaria,6,3,4,4,2011,6,7.857142857142857,7.714285714285714,7.766666666666667,1.4638501094228085,8.0,8.0,4.0,7.0,-0.25,0.5,0.7724327339827489,1,13.280589448007005,0,Normal,0.42259336965662,1,0,15,Normal,10.531908864864011,13.280589448007005
2011-04-18,Malaria,4,2,2,4,2011,0,7.142857142857143,7.714285714285714,7.7,1.9518001458970715,6.0,8.0,9.0,4.0,-0.33333333333333337,-0.5555555555555556,0.5194130632385404,1,13.280589448007005,0,Normal,0.41940400877359874,1,0,16,Normal,10.531908864864011,13.280589448007005
2011-04-19,Malaria,11,5,7,4,2011,1,7.857142857142857,8.214285714285714,8.033333333333333,2.3401261667248843,4.0,8.0,6.0,4.0,1.75,0.8333333333333333,1.369124175413849,1,13.280589448007005,0,Normal,0.43858389369941136,1,0,16,Watch,10.531908864864011,13.280589448007005
2011-04-20,Malaria,14,9,7,4,2011,2,8.428571428571429,8.428571428571429,8.166666666666666,3.2586880211286946,11.0,6.0,10.0,11.0,0.2727272727272727,0.3999999999999999,1.7140758274497003,1,13.280589448007005,1,Outbreak,0.47393615095499986,1,0,16,Outbreak,10.531908864864011,13.280589448007005
2011-04-21,Malaria,4,1,2,4,2011,3,7.857142857142857,8.214285714285714,8.066666666666666,3.6709931185158196,14.0,4.0,8.0,7.0,-0.7142857142857143,-0.5,0.495806305003512,1,13.280589448007005,0,Normal,0.4760943222378317,1,0,16,Normal,10.531908864864011,13.280589448007005
2011-04-22,Malaria,9,6,3,4,2011,4,8.0,7.928571428571429,8.166666666666666,3.696845502136476,4.0,11.0,8.0,13.0,1.25,0.125,1.1019058890748072,1,13.280589448007005,0,Normal,0.42766247254252343,1,0,16,Normal,10.531908864864011,13.280589448007005
2011-04-23,Malaria,6,3,1,4,2011,5,7.714285714285714,7.642857142857143,7.933333333333334,3.7733400639347714,9.0,14.0,8.0,10.0,-0.33333333333333337,-0.25,0.7562072007730117,1,13.280589448007005,0,Normal,0.39996719571662825,1,0,16,Normal,10.531908864864011,13.280589448007005
2011-04-24,Malaria,7,5,3,4,2011,6,7.857142857142857,7.857142857142857,7.733333333333333,3.7161167647860363,6.0,4.0,6.0,4.0,0.16666666666666674,0.16666666666666674,0.905055380769728,1,13.280589448007005,0,Normal,0.39868984987164363,1,0,16,Normal,10.531908864864011,13.280589448007005
